Time,propulsion/engine[0]/thrust-N,propulsion/tank[0]/contents-kg,position/h-agl-m,velocities/vc-ms,attitude/phi-deg,attitude/theta-deg,attitude/psi-deg
65.9,0,0,-2.20564995003793696,1.80493488846237105,-12.2108559149032434,36.2502612566107203,153.842837036091311
66,0,0,-2.1813060714068051,1.86771168670519461,20.3233058100166808,38.2648109723787684,146.059835538890184
66.1,0,0,-2.20313426657761147,2.04299009703422874,54.683466504447459,42.5635516246954637,137.641230930803118
66.2,0,0,-2.2659091694219855,2.30111063775666036,91.6669904268192539,48.5011749606577354,127.838647882350941
66.3,0,0,-2.35905717421458494,2.53889290487616837,133.103207465951073,56.3376580485299243,115.268762637560215
66.4,0,0,-2.47127049327907899,2.69148191504658252,-179.557004498393468,66.09533043398649,95.9207206495443785
66.5,0,0,-2.58327234962032737,2.66402955505750993,-129.630515182099174,76.8717298997146798,53.5664940730962229
66.6,0,0,-2.66528865902807155,2.67118646556570205,-109.807276108445549,79.3527235492136924,306.332980037783273
66.7,0,0,-2.68762226047599206,2.71193360180727483,-65.5396466752021496,69.7838438850493361,246.843585221774333
66.8,0,0,-2.65222691608963457,2.71851487967278338,-18.7557616881841689,61.0789982099889173,221.702740948657464
66.9,0,0,-2.58394284494655224,2.76480923020575053,23.3948221431481791,54.8099156474701701,205.720051704786414
67,0,0,-2.5089418893899107,2.81777474130022654,63.2633756854056273,50.9789048494221007,193.14257958309139
67.1,0,0,-2.44801949170036037,2.86940568231921089,102.908261980021706,49.5911205962586976,181.884721536310991
67.2,0,0,-2.41586615019515261,2.93639786619865317,143.73056142348679,50.7099355710161745,170.745146605883036
67.3,0,0,-2.41934366670581458,3.04655070239483639,-173.15156455131094,54.120009557423856,158.597166269026985
67.4,0,0,-2.45694892967894329,3.16963493879825364,-125.364250906259187,59.8333185577844375,143.819587510147613
67.5,0,0,-2.52248056003271204,3.2574032753507165,-70.8516834470807311,67.9625461564654785,122.210967163624133
67.6,0,0,-2.60032879451916621,3.23540324662687251,-11.4524778341491267,77.7264739774016391,77.4524059826739801
67.7,0,0,-2.6623466679598331,3.36833044924450409,17.9181718731663437,80.2279528245489644,324.47029069905517
67.8,0,0,-2.67766021204340232,3.48870754859478849,72.14896476865583,71.2577973240822473,261.226288776133856
