height,u_wind,v_wind,wind_velocity,wind_direction,pressure
10.0,-3.256284713745117,3.2236289978027344,4.582049110653964,134.711258676498,101.18812255859375
105.46691131591797,-3.2201385498046875,3.594310760498047,4.825801707796362,138.14287787701093,100.0
330.8239440917969,-1.0654525756835938,6.610369682312012,6.695683425003053,170.84387133918065,97.5
561.2599487304688,1.943312644958496,6.603798866271973,6.8837942664079215,196.39767601080277,95.0
796.7485961914062,3.136659622192383,5.766230583190918,6.564148743288678,208.54488867807052,92.5
1037.6422729492188,3.3216800689697266,4.4609375,5.56179124558779,216.67191503198876,90.0
1535.9970703125,2.519144058227539,5.37025260925293,5.931753524320698,205.13091128199449,85.0
2058.045654296875,5.327309608459473,5.252846717834473,7.481485568083989,225.40323968671458,80.0
3190.84716796875,3.0047664642333984,6.541923999786377,7.198985423208097,204.66975841069882,70.0
4466.28955078125,2.5816612243652344,6.881656646728516,7.349977746963168,200.56363607855818,60.0
5928.83544921875,4.7506208419799805,10.784947395324707,11.784883907114901,203.7728306651827,50.0
7663.46435546875,4.934253692626953,15.828935623168945,16.580170761051576,197.31349188652297,40.0
9775.873046875,1.5302276611328125,10.990358352661133,11.096376589445958,187.92654107411795,30.0
11039.3056640625,-1.3873443603515625,8.311389923095703,8.426382784323062,170.52350775412634,25.0
12524.8984375,-3.0009899139404297,1.0173873901367188,3.168756469844502,108.72754606247078,20.0
14345.349609375,-1.5783233642578125,4.001956939697266,4.301948859453493,158.47632414332145,15.0
16796.296875,-2.4858856201171875,1.6346149444580078,2.975162740582584,123.32725541629138,10.0
