height,u_wind,v_wind,wind_velocity,wind_direction,pressure
10.0,-0.7493610382080078,0.13585567474365234,0.7615764767534751,100.27584656536798,101.06077270507812
94.25469160079956,-1.582845687866211,0.6432828903198242,1.7085705570958682,112.11727229777091,100.0
320.63172912597656,-2.6356706619262695,2.3398990631103516,3.5244698131326873,131.5980688983727,97.5
552.2019653320312,-1.6270837783813477,4.518535614013672,4.802558247120136,160.19651063555992,95.0
789.2877807617188,-0.7046089172363281,6.145838737487793,6.186097923041188,173.4597019264704,92.5
1031.4749145507812,-1.3288383483886719,6.837899208068848,6.965822057435641,169.00254023693344,90.0
1531.5675048828125,0.8677043914794922,8.903388977050781,8.945571317007213,185.56633997380393,85.0
2054.4425048828125,3.25537109375,7.003312110900879,7.722941245452668,204.93056332958736,80.0
3188.091796875,1.5152702331542969,7.056461334228516,7.2173187847666505,192.11937466921617,70.0
4470.6748046875,0.3428163528442383,6.122097969055176,6.131688722895752,183.20501876481305,60.0
5939.47509765625,1.0684776306152344,6.899884223937988,6.982123369783255,188.80258787589995,50.0
7669.3193359375,0.7168617248535156,6.233088493347168,6.274175874045676,186.56070941686133,40.0
9790.4248046875,4.027139663696289,1.9572534561157227,4.477576907479402,244.07951636193283,30.0
11062.64453125,5.577291488647461,2.1754322052001953,5.986542042678861,248.6916437103084,25.0
12547.916015625,3.9732208251953125,-1.6988239288330078,4.321167257459648,293.1500243758123,20.0
14366.392578125,1.7470951080322266,3.6248779296875,4.02393853353225,205.73283467537615,15.0
16813.75390625,-0.9202442169189453,0.8119783401489258,1.2272563887158083,131.423600818319,10.0
