
0,0
0.001,32.971794
0.002,75.27523
0.003,83.362656
0.004,82.118431
0.005,91.450073
0.006,85.851089
0.007,65.32148
0.008,90.205856
0.009,96.426949
0.01,101.403824
0.011,133.75351
0.012,124.421867
0.013,132.509293
0.014,148.684143
0.015,136.241943
0.016,199.074997
0.017,263.774353
0.018,298.612488
0.019,358.957092
0.02,395.66156
0.021,396.905762
0.022,407.481628
0.023,413.080597
0.024,413.702728
0.025,419.923828
0.026,451.651398
0.027,470.314667
0.028,507.019135
0.029,570.474304
0.03,637.039978
0.031,697.384583
0.032,788.834656
0.033,923.832397
0.034,1005.950806
0.035,1100.511475
0.036,1187.606812
0.037,1261.637817
0.038,1321.360229
0.039,1346.244629
0.04,1354.332031
0.041,1311.406494
0.042,1257.282959
0.043,1219.334351
0.044,1128.506348
0.045,1019.637207
0.046,954.937866
0.047,879.662598
0.048,833.626526
0.049,866.598328
0.05,857.266663
0.051,884.639526
0.052,913.878662
0.053,948.716736
0.054,1047.01001
0.055,1102.377808
0.056,1153.390747
0.057,1157.745483
0.058,1159.611816
0.059,1129.128418
0.06,1037.056274
0.061,976.71167
0.062,890.238464
0.063,810.608459
0.064,793.189453
0.065,729.734253
0.066,683.07605
0.067,688.052917
0.068,750.263855
0.069,789.456787
0.07,811.852722
0.071,831.760193
0.072,844.202393
0.073,932.541931
0.074,956.804199
0.075,954.937866
0.076,992.886536
0.077,1019.637207
0.078,1043.899536
0.079,1016.526672
0.08,997.241272
0.081,1035.812134
0.082,1065.67334
0.083,1094.290405
0.084,1117.930542
0.085,1124.773682
0.086,1245.462891
0.087,1276.568359
0.088,1278.434692
0.089,1323.226563
0.09,1343.756226
0.091,1359.93103
0.092,1354.954224
0.093,1308.296021
0.094,1316.383423
0.095,1341.267822
0.096,1307.673828
0.097,1280.301025
0.098,1237.375488
0.099,1208.758423
0.1,1199.42688
0.101,1208.136353
0.102,1138.460083
0.103,1121.041016
0.104,1090.557739
0.105,1108.598877
0.106,1084.95874
0.107,1073.760742
0.108,1109.84314
0.109,1148.413818
0.11,1143.437012
0.111,1117.30835
0.112,1117.30835
0.113,1114.197876
0.114,1068.161743
0.115,1043.899536
0.116,1037.678345
0.117,1005.950806
0.118,1016.526672
0.119,995.374939
0.12,999.729736
0.121,996.619202
0.122,966.135803
0.123,943.739868
0.124,915.122864
0.125,920.721863
0.126,905.169128
0.127,890.238464
0.128,907.035461
0.129,918.233398
0.13,943.117798
0.131,951.2052
0.132,972.979004
0.133,985.421204
0.134,1001.596069
0.135,1014.660339
0.136,1010.305603
0.137,1013.416138
0.138,1044.521606
0.139,1063.184937
