1.880157000000000096e+02	2.595309073292422042e+01
1.880158000000000129e+02	2.662947905567517992e+01
1.880158999999999878e+02	2.731396573573870867e+01
1.880159999999999911e+02	2.800656181026231195e+01
1.880160999999999945e+02	2.870727768452309192e+01
1.880161999999999978e+02	2.941612312928612383e+01
1.880163000000000011e+02	3.013310727822508994e+01
1.880164000000000044e+02	3.085823862540494034e+01
1.880165000000000077e+02	3.159152502282788078e+01
1.880166000000000111e+02	3.233297367804254918e+01
1.880166999999999859e+02	3.308259115181584775e+01
1.880167999999999893e+02	3.384038335587107582e+01
1.880168999999999926e+02	3.460635555068729730e+01
1.880169999999999959e+02	3.538051234336565898e+01
1.880170999999999992e+02	3.616285768555925983e+01
1.880172000000000025e+02	3.695339487146920021e+01
1.880173000000000059e+02	3.775212653590534018e+01
1.880174000000000092e+02	3.855905465241322361e+01
1.880175000000000125e+02	3.937418053146770092e+01
1.880175999999999874e+02	4.019750481873129644e+01
1.880176999999999907e+02	4.102902749338095134e+01
1.880177999999999940e+02	4.186874786650130176e+01
1.880178999999999974e+02	4.271666457954466978e+01
1.880180000000000007e+02	4.357277560285796625e+01
1.880181000000000040e+02	4.443707823427921966e+01
1.880182000000000073e+02	4.530956909780037734e+01
1.880183000000000106e+02	4.619024414229810560e+01
1.880184000000000140e+02	4.707909864033450731e+01
1.880184999999999889e+02	4.797612718702485779e+01
1.880185999999999922e+02	4.888132369897483898e+01
1.880186999999999955e+02	4.979468141328666064e+01
1.880187999999999988e+02	5.071619288663466563e+01
1.880189000000000021e+02	5.164584999440936031e+01
1.880190000000000055e+02	5.258364392993185277e+01
1.880191000000000088e+02	5.352956520373777494e+01
1.880192000000000121e+02	5.448360364293071001e+01
1.880192999999999870e+02	5.544574839060567228e+01
1.880193999999999903e+02	5.641598790534383312e+01
1.880194999999999936e+02	5.739430996077516767e+01
1.880195999999999970e+02	5.838070164521395355e+01
1.880197000000000003e+02	5.937514936136303589e+01
1.880198000000000036e+02	6.037763882608980026e+01
1.880199000000000069e+02	6.138815507027215546e+01
1.880200000000000102e+02	6.240668243871562026e+01
1.880201000000000136e+02	6.343320459014100976e+01
1.880201999999999884e+02	6.446770449724368746e+01
1.880202999999999918e+02	6.551016444682369411e+01
1.880203999999999951e+02	6.656056603998544574e+01
1.880204999999999984e+02	6.761889019241135657e+01
1.880206000000000017e+02	6.868511713470431346e+01
1.880207000000000050e+02	6.975922641280200764e+01
1.880208000000000084e+02	7.084119688846341489e+01
1.880209000000000117e+02	7.193100673982502258e+01
1.880209999999999866e+02	7.302863346202917683e+01
