0.001,0.468012368
0.002,5.644841281
0.003,11.0274345
0.004,16.56181345
0.005,22.19080367
0.006,27.85469565
0.007,33.49195207
0.008,39.03995333
0.009,44.43577254
0.01,49.61697085
0.011,54.52240355
0.012,59.09302716
0.013,63.27269752
0.014,67.0089491
0.015,70.25374559
0.016,72.96419239
0.017,75.10320184
0.018,76.64010245
0.019,77.55118431
0.02,77.82017309
0.021,77.43862647
0.022,76.40624705
0.023,74.73110746
0.024,72.42978374
0.025,69.52739474
0.026,66.05754605
0.027,62.0621781
0.028,57.59131954
0.029,52.70274769
0.03,47.46155937
0.031,41.93965621
0.032,36.21514976
0.033,30.37169251
0.034,24.497742
0.035,18.68576583
0.036,13.03139618
0.037,7.632543041
0.038,2.58847579
0.039,-2.00111682
0.04,-6.037078039
0.041,-9.421735415
0.042,-12.05984367
0.043,-13.85950791
0.044,-14.7330771
0.045,-14.5979984
0.046,-13.37762292
0.047,-11.00195475
0.048,-7.408335161
0.049,-2.542055014
0.05,3.643110687
0.051,11.18445147
0.052,20.10995748
0.053,30.43804621
0.054,42.17738208
0.055,55.32678986
0.056,69.87526211
0.057,85.80205946
0.058,103.0769018
0.059,121.660247
0.06,141.503654
0.061,162.5502238
0.062,184.7351147
0.063,207.9861233
0.064,232.224326
0.065,257.3647724
0.066,283.3172219
0.067,309.9869174
0.068,337.2753846
0.069,365.0812509
0.07,393.3010732
0.071,421.8301662
0.072,450.5634248
0.073,479.3961291
0.074,508.2247273
0.075,536.9475878
0.076,565.4657133
0.077,593.6834127
0.078,621.5089231
0.079,648.8549794
0.08,675.6393255
0.081,701.7851659
0.082,727.2215543
0.083,751.8837177
0.084,775.7133156
0.085,798.6586346
0.086,820.674719
0.087,841.7234378
0.088,861.7734932
0.089,880.8003697
0.09,898.7862308
0.091,915.7197639
0.092,931.5959801
0.093,946.4159721
0.094,960.1866355
0.095,972.9203586
0.096,984.6346852
0.097,995.3519561
0.098,1005.098934
0.099,1013.906419
0.1,1021.80885
0.101,1028.843914
0.102,1035.052153
0.103,1040.476568
0.104,1045.162247
0.105,1049.155993
0.106,1052.505971
0.107,1055.26137
0.108,1057.472088
0.109,1059.188423
0.11,1060.460801
0.111,1061.339509
0.112,1061.874455
0.113,1062.114946
0.114,1062.109484
0.115,1061.905579
0.116,1061.549575
0.117,1061.086494
0.118,1060.559888
0.119,1060.011709
0.12,1059.482174
0.121,1059.009654
0.122,1058.630552
0.123,1058.379195
0.124,1058.287725
0.125,1058.38599
0.126,1058.701436
0.127,1059.259002
0.128,1060.081008
0.129,1061.187045
0.13,1062.59387
0.131,1064.315297
0.132,1066.362087
0.133,1068.741846
0.134,1071.458932
0.135,1074.514354
0.136,1077.905699
0.137,1081.627058
0.138,1085.668967
0.139,1090.018373
0.14,1094.658608
0.141,1099.569398
0.142,1104.72688
0.143,1110.103665
0.144,1115.668914
0.145,1121.388455
0.146,1127.224929
0.147,1133.137967
0.148,1139.084412
0.149,1145.018561
0.15,1150.892458
0.151,1156.656207
0.152,1162.258328
0.153,1167.646142
0.154,1172.766183
0.155,1177.564634
0.156,1181.987798
0.157,1185.982572
0.158,1189.496946
0.159,1192.480514
0.16,1194.884979
0.161,1196.664667
0.162,1197.777036
0.163,1198.183164
0.164,1197.848228
0.165,1196.741954
0.166,1194.839042
0.167,1192.119549
0.168,1188.569237
0.169,1184.179875
0.17,1178.949482
0.171,1172.882525
0.172,1165.99005
0.173,1158.289757
0.174,1149.806004
0.175,1140.569747
0.176,1130.618412
0.177,1119.995703
0.178,1108.75133
0.179,1096.940687
0.18,1084.624452
0.181,1071.868135
0.182,1058.741563
0.183,1045.318318
0.184,1031.675119
0.185,1017.891172
0.186,1004.047477
0.187,990.2261126
0.188,976.5094973
0.189,962.9796388
0.19,949.717379
0.191,936.8016427
0.192,924.3086987
0.193,912.3114413
0.194,900.8787006
0.195,890.0745893
0.196,879.9578937
0.197,870.5815161
0.198,861.9919753
0.199,854.2289704
0.2,847.3250142
0.201,841.3051397
0.202,836.1866843
0.203,831.9791528
0.204,828.684163
0.205,826.2954731
0.206,824.7990915
0.207,824.1734677
0.208,824.3897621
0.209,825.4121911
0.21,827.1984456
0.211,829.7001744
0.212,832.8635312
0.213,836.6297747
0.214,840.9359179
0.215,845.7154174
0.216,850.8988946
0.217,856.4148813
0.218,862.1905801
0.219,868.1526308
0.22,874.2278744
0.221,880.3441061
0.222,886.4308065
0.223,892.4198462
0.224,898.2461526
0.225,903.8483329
0.226,909.1692468
0.227,914.1565212
0.228,918.7630035
0.229,922.9471466
0.23,926.6733238
0.231,929.9120696
0.232,932.6402447
0.233,934.8411246
0.234,936.5044116
0.235,937.6261712
0.236,938.2086948
0.237,938.2602914
0.238,937.7950128
0.239,936.8323156
0.24,935.3966661
0.241,933.5170938
0.242,931.2267003
0.243,928.5621298
0.244,925.5630092
0.245,922.2713659
0.246,918.7310298
0.247,914.987029
0.248,911.0849859
0.249,907.0705224
0.25,902.9886805
0.251,898.8833675
0.252,894.7968306
0.253,890.7691676
0.254,886.8378808
0.255,883.0374775
0.256,879.3991212
0.257,875.950339
0.258,872.7147858
0.259,869.7120681
0.26,866.9576286
0.261,864.4626908
0.262,862.2342649
0.263,860.2752105
0.264,858.5843569
0.265,857.1566758
0.266,855.9835041
0.267,855.0528108
0.268,854.3495055
0.269,853.8557807
0.27,853.5514831
0.271,853.4145091
0.272,853.4212153
0.273,853.5468405
0.274,853.7659312
0.275,854.0527644
0.276,854.3817616
0.277,854.7278886
0.278,855.067034
0.279,855.3763635
0.28,855.6346425
0.281,855.822525
0.282,855.9228045
0.283,855.9206231
0.284,855.8036384
0.285,855.5621444
0.286,855.1891472
0.287,854.6803949
0.288,854.0343619
0.289,853.2521892
0.29,852.3375824
0.291,851.2966707
0.292,850.1378283
0.293,848.8714642
0.294,847.5097819
0.295,846.0665164
0.296,844.5566501
0.297,842.996115
0.298,841.4014862
0.299,839.7896702
0.3,838.177595
0.301,836.5819069
0.302,835.0186781
0.303,833.5031305
0.304,832.0493803
0.305,830.6702064
0.306,829.3768479
0.307,828.1788313
0.308,827.0838329
0.309,826.0975754
0.31,825.2237624
0.311,824.4640496
0.312,823.8180547
0.313,823.2834034
0.314,822.8558124
0.315,822.5292054
0.316,822.2958625
0.317,822.1465975
0.318,822.0709613
0.319,822.0574676
0.32,822.0938369
0.321,822.167253
0.322,822.2646302
0.323,822.3728833
0.324,822.4791988
0.325,822.5712994
0.326,822.6377002
0.327,822.6679493
0.328,822.6528507
0.329,822.5846643
0.33,822.4572799
0.331,822.2663619
0.332,822.0094618
0.333,821.6860971
0.334,821.2977934
0.335,820.8480913
0.336,820.3425142
0.337,819.7885009
0.338,819.1953003
0.339,818.5738327
0.34,817.9365169
0.341,817.2970677
0.342,816.670266
0.343,816.0717048
0.344,815.5175148
0.345,815.0240754
0.346,814.6077133
0.347,814.2843956
0.348,814.0694204
0.349,813.9771123
0.35,814.0205247
0.351,814.211157
0.352,814.5586886
0.353,815.0707364
0.354,815.7526389
0.355,816.6072706
0.356,817.6348911
0.357,818.833031
0.358,820.1964169
0.359,821.7169385
0.36,823.3836574
0.361,825.1828597
0.362,827.0981515
0.363,829.1105965
0.364,831.1988962
0.365,833.3396072
0.366,835.5073976
0.367,837.6753353
0.368,839.8152076
0.369,841.897866
0.37,843.8935932
