    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 core_schema.py:307(SerializerFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:2169(ValidatorFunctionWrapHandler)
        1    0.000    0.000    0.000    0.000 core_schema.py:778(ComplexSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1221(LiteralSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3501(ArgumentsV3Parameter)
        1    0.000    0.000    0.000    0.000 core_schema.py:3923(DefinitionsSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:2187(WithInfoWrapValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:917(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 errors.py:134(PydanticImportError)
        1    0.000    0.000    0.000    0.000 _decorators.py:132(ModelValidatorDecoratorInfo)
        3    0.000    0.000    0.000    0.000 _model_construction.py:68(NoInitField)
        1    0.000    0.000    0.000    0.000 __init__.py:750(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:93(SupportsDiv)
        1    0.000    0.000    0.000    0.000 __init__.py:141(Le)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:76(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:94(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:97(NotFoundErr)
        1    0.000    0.000    0.000    0.000 minidom.py:1408(Notation)
        1    0.000    0.000    0.000    0.000 constants.py:89(ViewRefreshMode)
        1    0.000    0.000    0.000    0.000 constants.py:52(State)
        1    0.000    0.000    0.000    0.000 process.py:129(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:135(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 connection.py:970(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:596(SocketListener)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:551(Skipper)
        1    0.000    0.000    0.000    0.000 argparse.py:1281(_ExtendAction)
        1    0.000    0.000    0.000    0.000 pathlib.py:174(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1401(TimedeltaFormat)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:313(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 compressors.py:52(BZ2File)
        1    0.000    0.000    0.000    0.000 __init__.py:128(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 core.py:874(__init__)
        2    0.000    0.000    0.000    0.000 range.py:231(_constructor)
        1    0.000    0.000    0.000    0.000 format.py:1513(_ExtensionArrayFormatter)
        2    0.000    0.000    0.000    0.000 common.py:148(__enter__)
        1    0.000    0.000    0.000    0.000 selectn.py:75(SelectNSeries)
        1    0.000    0.000    0.000    0.000 accessors.py:608(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 nodes.py:54(NodeType)
        1    0.000    0.000    0.000    0.000 nodes.py:1116(ContextReference)
        1    0.000    0.000    0.000    0.000 nodes.py:1041(ExtensionAttribute)
        1    0.000    0.000    0.000    0.000 compiler.py:293(CompilerExit)
        1    0.000    0.000    0.000    0.000 Errors.py:21(IllegalStateException)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:52(__init__)
        1    0.000    0.000    0.000    0.000 ATNState.py:147(BasicState)
        1    0.000    0.000    0.000    0.000 ATNState.py:154(DecisionState)
        1    0.000    0.000    0.000    0.000 Transition.py:141(AbstractPredicateTransition)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 errors.py:36(KeyValidationError)
        1    0.000    0.000    0.000    0.000 core_schema.py:486(AnySchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:515(NoneSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1963(_ValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3737(JsonSchema)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:886(SingletonMeta)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(CancelledError)
        1    0.000    0.000    0.000    0.000 fields.py:734(_EmptyKwargs)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 __init__.py:82(HierarchyRequestErr)
        1    0.000    0.000    0.000    0.000 __init__.py:85(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 __init__.py:91(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:115(NamespaceErr)
        1    0.000    0.000    0.000    0.000 base.py:220(HotSpot)
        1    0.000    0.000    0.000    0.000 context.py:311(ForkServerContext)
        1    0.000    0.000    0.000    0.000 argparse.py:1011(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:988(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:676(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1182(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1110(_CountAction)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        2    0.000    0.000    0.000    0.000 shape_base.py:17(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 arrayprint.py:537(_recursive_guard)
        1    0.000    0.000    0.000    0.000 __init__.py:199(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 _linalg.py:192(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 _linalg.py:73(LinAlgError)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 threading.py:833(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 __init__.py:417(dev)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 calendar.py:206(setfirstweekday)
        1    0.000    0.000    0.000    0.000 dtypes.py:149(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 core.py:937(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:82(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:146(MAError)
        1    0.000    0.000    0.000    0.000 core.py:154(MaskError)
        1    0.000    0.000    0.000    0.000 extras.py:301(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:314(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 nanops.py:57(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 frequencies.py:411(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 blocks.py:2633(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 tarfile.py:710(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:738(SpecialFileError)
        1    0.000    0.000    0.000    0.000 tarfile.py:743(AbsoluteLinkError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 info.py:1032(_SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 pytables.py:340(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:394(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 nodes.py:967(Add)
        1    0.000    0.000    0.000    0.000 nodes.py:1032(EnvironmentAttribute)
        1    0.000    0.000    0.000    0.000 runtime.py:1007(DebugUndefined)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 ErrorListener.py:27(ConsoleErrorListener)
        1    0.000    0.000    0.000    0.000 CommonTokenFactory.py:29(__init__)
        1    0.000    0.000    0.000    0.000 ATNState.py:240(StarLoopEntryState)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 cyaml.py:16(CBaseLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:23(CSafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 errors.py:31(MissingMandatoryValue)
        1    0.000    0.000    0.000    0.000 core_schema.py:226(SimpleSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1412(CallableSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:3392(ArgumentsParameter)
        1    0.000    0.000    0.000    0.000 core_schema.py:372(FormatSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:392(ToStringSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1463(IncExSeqSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1869(IncExDictSerSchema)
        1    0.000    0.000    0.000    0.000 core_schema.py:1954(WithInfoValidatorFunctionSchema)
        1    0.000    0.000    0.000    0.000 events.py:667(_Local)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 errors.py:156(PydanticInvalidForJsonSchema)
        1    0.000    0.000    0.000    0.000 warnings.py:66(PydanticDeprecatedSince29)
        1    0.000    0.000    0.000    0.000 warnings.py:73(PydanticDeprecatedSince210)
        1    0.000    0.000    0.000    0.000 _fields.py:39(PydanticMetadata)
        1    0.000    0.000    0.000    0.000 functional_validators.py:582(ModelBeforeValidatorWithoutInfo)
        1    0.000    0.000    0.000    0.000 functional_validators.py:669(model_validator)
        1    0.000    0.000    0.000    0.000 __init__.py:98(BaseMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:79(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:88(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 base.py:210(Size)
        1    0.000    0.000    0.000    0.000 constants.py:69(Shape)
        1    0.000    0.000    0.000    0.000 featgeom.py:725(Folder)
        1    0.000    0.000    0.000    0.000 process.py:157(_ResultItem)
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 synchronize.py:149(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:191(RLock)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:511(FilterCrutch)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:811(FragmentBuilderNS)
        2    0.000    0.000    0.000    0.000 dataclasses.py:178(__repr__)
        1    0.000    0.000    0.000    0.000 argparse.py:687(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:698(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1083(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1028(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 __init__.py:252(c_bool)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 _endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:559(CClass)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:72(_96Bit)
        1    0.000    0.000    0.000    0.000 threading.py:1439(_MainThread)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 compressors.py:67(LZMAFile)
        1    0.000    0.000    0.000    0.000 config_init.py:656(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 __init__.py:30(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 __init__.py:91(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
