Time,/fdm/jsbsim/position/lat-gc-deg,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/h-sl-meters,/fdm/jsbsim/aero/alpha-rad,velocities/vtrue-ms,velocities/vg-ms,attitude/phi-deg,attitude/theta-deg,attitude/psi-deg,aero/qbar-Pa,/fdm/jsbsim/metrics/Sw-sqft
0,40.2428650000000019,140.010449999999992,8.80004833817482002,1.30899693899574721,7.00000022400495858,0,-3.68661589030192536e-14,74.9999999959652541,291.999999984291321,29.9874243744820355,0.173298958235855366
0.01,40.2428649999999166,140.010450000000247,8.80004825982749495,1.30899693899353053,1.31151037646202817,4.47608075748563283e-12,-7.37323178060379998e-13,74.9999999959684089,291.999999984290525,1.05265612045796608,0.173298958235855366
0.02,40.2428649999983463,140.010450000005164,8.80004657706320259,1.30899693895263458,1.31150980514270299,8.38361471529734287e-11,-1.47464635612041466e-12,74.9999999959680395,291.999999984292458,1.05265520349716524,0.173298958235855366
0.03,40.2428649999843557,140.010450000049048,8.80003158093094839,1.30899693858452193,1.31150468486977245,7.95683383446736035e-10,-2.03992745929555716e-12,74.9999999959386372,291.999999984317583,1.05264698554006619,0.173298958235855366
0.04,40.242864999966514,140.010450000105038,8.80001245737075877,1.30899693808029793,1.31149767288218766,1.77060178352721346e-09,-2.55605368392911896e-12,74.9999999958969568,291.999999984352371,1.05263573146272416,0.173298958235855366
0.05,40.2428649999423271,140.010450000180953,8.7999865312188863,1.30899693739982248,1.3114882120243736,3.08573957315222906e-09,-2.97387015148270733e-12,74.9999999958395449,291.999999984399665,1.05262054710052433,0.173298958235855366
0.06,40.2428649999124417,140.010450000274773,8.79995449284017184,1.30899693655267324,1.31147643470908015,4.72321166248886137e-09,-3.37939789939554859e-12,74.9999999957673111,291.999999984458668,1.05260164505422127,0.173298958235855366
0.07,40.2428649998750032,140.010450000392268,8.7999143585711721,1.30899693549277107,1.31146169773917398,6.77198292764597637e-09,-3.6374610116906368e-12,74.9999999956761627,291.999999984532849,1.05257799313806966,0.173298958235855366
0.08,40.2428649998283063,140.010450000538839,8.79986430030763245,1.30899693417031959,1.31144331078931087,9.3283107970575505e-09,-3.79721436690464208e-12,74.9999999955615237,291.999999984625561,1.05254848360482267,0.173298958235855366
0.09,40.242864999776927,140.010450000700104,8.79980921532511751,1.3089969326990949,1.3114228571926958,1.21720436782660664e-08,-3.88323540430942569e-12,74.9999999954335834,291.999999984728902,1.05251565776026368,0.173298958235855366
0.1,40.2428649997259527,140.010450000860089,8.79975457317531173,1.30899693107783999,1.311400316192606,1.53057483460363125e-08,-3.82179180610397803e-12,74.999999995292157,291.999999984842987,1.05247948244802703,0.173298958235855366
0.11,40.2428650010661784,140.010449996646742,8.80066295136809451,1.01080404955045333,1.35501493902269465,0.075872818074367937,-0.000498783325465190211,74.9999261442449097,291.999483603510782,1.12365036947050334,0.173298958235855366
0.12,40.2428650051019616,140.010449983962275,8.80349140449464329,0.780830218698713052,1.43625454587316082,0.158456835725584944,-0.00213183829918275761,74.999669184063066,291.997792930603055,1.26242546662553301,0.173298958235855366
0.13,40.2428650121671012,140.010449961763186,8.80860050284266549,0.616003354369140776,1.56377421597214705,0.249311135767945058,-0.00496449592775881441,74.9992044149353774,291.994860325014599,1.49654850484728219,0.173298958235855366
0.14,40.242865022500304,140.010449929306446,8.81624509777128829,0.5014840582899317,1.73800790115538661,0.346903140081510741,-0.00910073543322288334,74.9985065618494247,291.990578129775884,1.84861245768364779,0.173298958235855366
0.15,40.2428650364059806,140.010449885644675,8.82675002069771253,0.414984985290797859,1.97060770455612344,0.455782334613330564,-0.0146851026643680625,74.997543646486335,291.984796683886259,2.37652450761281697,0.173298958235855366
0.16,40.2428650543479094,140.010449829332259,8.84061065948903568,0.34769204705533252,2.27023507301149374,0.578396340607823634,-0.0219113758062029242,74.9962728461010926,291.977315347893921,3.15415494652164696,0.173298958235855366
0.17,40.2428650767894638,140.010449758927138,8.8583215708494194,0.295658093708482506,2.63550027674328158,0.714202117404845738,-0.0310309199433015555,74.9946375163655716,291.967873850512547,4.25076171218477139,0.173298958235855366
0.18,40.2428651041389145,140.0104496731621,8.88031799460947546,0.256849815042468677,3.04660100610518469,0.857896170380775147,-0.0423528758820971782,74.9925658237483503,291.95615208996702,5.68029476373627062,0.173298958235855366
0.19,40.2428651365344336,140.010449571619745,8.90674536384344151,0.228562006903249126,3.47823329958382788,1.00338117756823841,-0.0562314659426495708,74.9899723311025497,291.941783258379928,7.4038229640012343,0.173298958235855366
0.2,40.2428651740620751,140.010449454046011,8.93769341576099485,0.206690683446132589,3.93264560377608907,1.15243020577169863,-0.0730467942414122218,74.9867610007612768,291.924373717704384,9.46470190029910263,0.173298958235855366
0.21,40.2428652168754013,140.010449319973333,8.97332480395138354,0.189257071314067993,4.40810623756532127,1.3052071495366897,-0.0932044779486893155,74.9828250103007719,291.903503364371318,11.8915902791084616,0.173298958235855366
0.22,40.2428652650858822,140.010449169065112,9.01375738323032927,0.175026013230724364,4.90332736021194382,1.46178802679050301,-0.117136360819481464,74.9780462197655595,291.878724877296406,14.7134976338597525,0.173298958235855366
0.23,40.2428653188468672,140.010449000850741,9.05915461564064017,0.163257744939491967,5.41506567718603815,1.62158793181639327,-0.145299819488709125,74.9722950990646666,291.849564406649336,17.9448449172016851,0.173298958235855366
0.24,40.2428653782310164,140.010448815111658,9.10959380614757563,0.153440971303901774,5.93951869502005358,1.78380830025530024,-0.178177027141543459,74.9654304547197086,291.815522316571901,21.5890064724606141,0.173298958235855366
0.25,40.242865443363506,140.010448611459879,9.16520962131321504,0.145006634261169859,6.4810439127397208,1.94978805770858998,-0.216272166024544937,74.9572997927724458,291.776076035917981,25.7050088698953019,0.173298958235855366
0.26,40.2428655143499725,140.010448389565454,9.22611650500595637,0.137790636759841434,7.0335605305644755,2.11801871102560657,-0.260115171818739943,74.9477379958851344,291.73067614881387,30.274414216102528,0.173298958235855366
0.27,40.2428655912583793,140.010448149213488,9.29238922214806173,0.131539944068671505,7.59669691684854254,2.28850661683692946,-0.310258342862450187,74.9365677530676635,291.678749860479741,35.3160502385725152,0.173298958235855366
0.28,40.2428656741843227,140.010447890096145,9.36413341786265363,0.126021022886728951,8.17293060416845485,2.4619926238686336,-0.367275527447140038,74.9235995859509813,291.619701772165683,40.8766368845460448,0.173298958235855366
0.29,40.2428657632159954,140.010447611922928,9.44144801984131377,0.12115287727847325,8.75852569467157771,2.63754936522870986,-0.431763898300538351,74.9086305659564999,291.552912002432777,46.9438091951596448,0.173298958235855366
0.3,40.2428658583990426,140.010447314533224,9.52438698100447745,0.116868593123648112,9.34924217473132124,2.81411385104642076,-0.504341045747667138,74.8914447514493986,291.477739112448319,53.4891467876704994,0.173298958235855366
0.31,40.2428659597661351,140.010446997800642,9.61299159152805771,0.113032480201296054,9.94724088799415007,2.99231787185648956,-0.585640443317315018,74.8718137468859197,291.393524723032556,60.550038939240558,0.173298958235855366
0.32,40.2428660673870127,140.010446661471406,9.70734488368034398,0.10952814446904742,10.5559648717808034,3.17312470648520994,-0.676311231477312758,74.8494960984758961,291.299593645181119,68.1869232016324531,0.173298958235855366
0.33,40.2428661813220003,140.010446305312882,9.80752130785882592,0.106362828153617917,11.1690195265608843,3.35488420392657982,-0.77701932751267011,74.8242362057783055,291.195252623440808,76.3363067520620575,0.173298958235855366
0.34,40.2428663015715955,140.010445929277296,9.91353155109286277,0.103474628868117494,11.7865053773707942,3.53767413561402444,-0.888440831302242495,74.7957652732202547,291.079797046947704,85.0093587953011394,0.173298958235855366
0.35,40.2428664281981554,140.010445533103422,10.0254560488343252,0.100756995709344696,12.4153243914288076,3.72337600441873873,-1.01125800600918359,74.7638014649025848,290.952514980585988,94.3209352329967743,0.173298958235855366
0.36,40.242866561247574,140.010445116572356,10.1433590992569922,0.0982706771505267446,13.0438448106400067,3.90894307220473181,-1.14616131518151865,74.7280482056933693,290.812684905274466,104.111399597800201,0.173298958235855366
0.37,40.2428667006465446,140.010444679847666,10.2671753731817006,0.0960031455614203666,13.6676621240269718,4.09325525997843709,-1.29383697028101818,74.6881966005520184,290.659588460517853,114.306346350598034,0.173298958235855366
0.38,40.2428668463784334,140.010444222891977,10.3969042415589108,0.0938560234670619831,14.2951043138289169,4.2785849988450444,-1.45495612746191871,74.6439273694728911,290.492521471544023,125.040621202657775,0.173298958235855366
0.39,40.2428669984419045,140.01044374560297,10.5325642477244141,0.0918247937843408163,14.9228661203181492,4.46410206362413842,-1.63017606674396487,74.5949091491040832,290.310792544454159,136.262167519680105,0.173298958235855366
0.4,40.2428671568024114,140.010443247975644,10.6741391908139001,0.0898804301217379364,15.551509378850449,4.65001520302450988,-1.82013268914223159,74.5407993184257549,290.113730650051082,147.982376159903026,0.173298958235855366
0.41,40.242867321452195,140.010442729897164,10.8216454499602328,0.0880020087803898982,16.18090424474644,4.8363471620211298,-2.02543354517111185,74.481244636922753,289.900692149736585,160.200669751128061,0.173298958235855366
0.42,40.2428674923579308,140.010442191325069,10.9750733135014773,0.086157598921493897,16.8135168623694291,5.02383048238094343,-2.2466515331289405,74.4158816845476707,289.671067121418503,172.969480395338763,0.173298958235855366
0.43,40.2428676695328988,140.010441632034059,11.1344691142290841,0.0843375139754773129,17.4483224276081756,5.21225335169922221,-2.4843194017494139,74.3443370941889015,289.424284846137198,186.274352205681311,0.173298958235855366
0.44,40.2428678529158574,140.010441052042694,11.2997969032108792,0.0825541243045894435,18.0796056745247462,5.40013466019387067,-2.7389296179664453,74.2662266067097789,289.159813718500516,199.993886001571667,0.173298958235855366
0.45,40.24286804245083,140.010440451330993,11.4710297789275657,0.0807859855287318684,18.7084190739447962,5.58782837786835263,-3.01091958626871214,74.1811583141350752,288.877176368171035,214.143969704163482,0.173298958235855366
0.46,40.242868238051912,140.010439829968476,11.6481089377373461,0.0790416316313096723,19.3293051788760835,5.77390744043002169,-3.30065830545161631,74.0887353861469933,288.575963313138743,228.589759512073897,0.173298958235855366
0.47,40.2428684396189382,140.010439188056864,11.8309619322091351,0.0772766363954424801,19.9495008631147748,5.96044021275486902,-3.60843399503415707,73.9885592823632834,288.255845637618904,243.489774383986628,0.173298958235855366
0.48,40.2428686471249009,140.010438525399167,12.0196062247127298,0.0754832801643058882,20.5683904924095415,6.14733332373725272,-3.93445182970931073,73.8802299717574726,287.916577190979012,258.826899159320362,0.173298958235855366
0.49,40.2428688604601845,140.010437842089573,12.2139645205020919,0.0736705258223595283,21.1808657607503683,6.33325189752087514,-4.27882868388487747,73.7633475434032704,287.557999920737188,274.465714665026155,0.173298958235855366
0.5,40.2428690795437447,140.010437138086047,12.4139976345598697,0.0718168538621271335,21.7900939996470413,6.51915954577390888,-4.6415813459668156,73.6375165997917378,287.180056047661765,290.476197717292564,0.173298958235855366
0.51,40.2428693042728796,140.01043641340712,12.6196438087552796,0.0699218453649086275,22.3936916868440505,6.70447106911656743,-5.02262430269358173,73.5023479857321149,286.782790335085224,306.785731115559145,0.173298958235855366
0.52,40.2428695345599365,140.010435667980829,12.8308642816007143,0.0679565677797387829,22.9985614030834213,6.89124339923658358,-5.42176420479457288,73.3574623410469115,286.366355870995335,323.575998608632744,0.173298958235855366
0.53,40.2428697703595688,140.010434901523297,13.0476785956442356,0.065917092909764427,23.6045752518344969,7.07954794484902283,-5.83870299170904161,73.2024912642741015,285.931010881370241,340.846073758995772,0.173298958235855366
0.54,40.2428700115618767,140.010434113992801,13.2700297265231608,0.0638304504106153997,24.2003888732388361,7.26620815270218667,-6.27303745391967027,73.0370804602387267,285.477119313536889,358.262483102883436,0.173298958235855366
0.55,40.2428702579997619,140.010433305573116,13.4977908980458974,0.0616881790291738605,24.7865353964647426,7.45145501799845444,-6.72424946259193046,72.8608972447830041,285.005161258036594,375.819054849320594,0.173298958235855366
0.56,40.2428705095543222,140.010432476201146,13.7309028024226443,0.0594645443939916321,25.3712674318123739,7.63779831417592092,-7.19170723575208903,72.6736349741223364,284.515731953092654,393.751070305345763,0.173298958235855366
0.57,40.2428707661353684,140.010431625641019,13.9693504900753513,0.057153679062488652,25.9563167457883353,7.82586812255653808,-7.67467700607212411,72.4750143198018861,284.009529980034188,412.110430570165136,0.173298958235855366
0.58,40.2428710276445258,140.010430753650866,14.2131151769489055,0.0547591042138092648,26.5397482000419238,8.01520667029109468,-8.1723308654054847,72.2647866534721572,283.487349510024785,430.834929324710856,0.173298958235855366
0.59,40.2428712939581459,140.010429860071753,14.4621499205052864,0.0522874819780410616,27.1179814117915399,8.20484019810742993,-8.6837519939074248,72.0427391787936386,282.950075364720192,449.80226764423162,0.173298958235855366
0.6,40.2428715649327629,140.010428944806307,14.7163863144457352,0.0497358799795601936,27.6922455527886733,8.3952481045438514,-9.20794001639244897,71.8087007556159875,282.398678033051397,469.04300929321488,0.173298958235855366
0.61,40.2428718404473358,140.010428007588672,14.9757963592529304,0.0470964745970929022,28.2673822125949599,8.58804393749741202,-9.74382139952722248,71.5625463280958201,281.834203471910826,488.716140831793496,0.173298958235855366
0.62,40.2428721203756865,140.010427048130651,15.240352850237489,0.0443837442142687583,28.836033547186819,8.78103780924996791,-10.2902638646080025,71.3042001161321508,281.25775872647074,508.563878483739302,0.173298958235855366
0.63,40.2428724045329247,140.010426066449071,15.5099450883060701,0.041600059945481549,29.3979099054597022,8.9742346604945844,-10.8460835918179619,71.0336420137709013,280.670505188152674,528.562236453155379,0.173298958235855366
0.64,40.2428726927665465,140.010425062317182,15.7845211587041625,0.0387473254564739272,29.9533013998669837,9.16779609965404596,-11.4100560641428981,70.7509126731402347,280.073648075746803,548.707837091919373,0.173298958235855366
0.65,40.242872984880151,140.010424035759513,16.0639628989040872,0.0358321797643668602,30.5000305575370412,9.36109871589990306,-11.9809303062350878,70.4561170744397032,279.46842235353256,568.90619631780919,0.173298958235855366
0.66,40.2428732807095102,140.010422986531012,16.3482155055195086,0.032850174289236013,31.0456481501160653,9.55669976416335842,-12.5574403059678925,70.149428956235468,278.856081630132962,589.426587182678418,0.173298958235855366
0.67,40.2428735800958037,140.010421914286553,16.6372444092124709,0.0298093241404654256,31.5890283679435839,9.75433449561734633,-13.1383228204706271,69.8310920640061141,278.237880258914913,610.223234917455443,0.173298958235855366
0.68,40.2428738828616375,140.010420818763976,16.9309914569646125,0.0267201936480780076,32.1268601852530367,9.95297750177369167,-13.722328943048014,69.5014233098123526,277.615061996960037,631.16152773503336,0.173298958235855366
0.69,40.242874188812614,140.010419699729937,17.2293865483582032,0.0235915114021583855,32.6623747263772017,10.1539052544465314,-14.3080783115583117,69.1608667076069281,276.989016936274652,652.359543833432781,0.173298958235855366
0.7,40.2428744977544852,140.010418556639934,17.5324199138224124,0.0204362563632683285,33.2022875065931444,10.359728291227059,-14.893529516361097,68.8101733207708577,276.361851919905234,674.085334488355329,0.173298958235855366
0.71,40.2428748094834461,140.010417388567618,17.840152890229227,0.0172668118278928341,33.7608815168876149,10.5757939445310889,-15.475738179125754,68.4504844249259463,275.736659656132588,696.937104750623917,0.173298958235855366
0.72,40.2428751238250086,140.010416193762183,18.1528141597956427,0.0140972843428443587,34.3515529676917026,10.8072034481010668,-16.0512357077458887,68.0832007032661153,275.11712374577877,721.515625762918262,0.173298958235855366
0.73,40.2428754405846547,140.010414970259944,18.470666281440856,0.0109467092735103886,34.972982760785591,11.0537757828537337,-16.6165390887547701,67.7097950287948862,274.506977335051715,747.833782293812988,0.173298958235855366
0.74,40.2428757595388618,140.010413716196268,18.7939433581084039,0.00782929976257495421,35.6202521710304865,11.3138914064739371,-17.1686180818063079,67.3316351973838891,273.909500073327877,775.747219203286477,0.173298958235855366
0.75,40.2428760804451855,140.010412429930398,19.1228302951633928,0.00475299991894797061,36.2902056216799096,11.5864887506475966,-17.705243200616593,66.949853746055453,273.327136542985727,805.177049969373684,0.173298958235855366
0.76,40.2428764030670152,140.010411109881744,19.4574995861649533,0.00172165515830877006,36.980838634120957,11.8709056593015543,-18.2251751535465054,66.5652886476344605,272.761280810538835,836.088175759214778,0.173298958235855366
0.77,40.2428767271728276,140.010409754715738,19.7980750221580273,-0.00126202501333025135,37.6837539457459201,12.164023254676863,-18.7281887029607113,66.1785016630425815,272.212237786525861,868.145829022120324,0.173298958235855366
0.78,40.2428770525352348,140.010408363558611,20.1445908352464436,-0.00419540754775475557,38.39031449642372,12.4625779102375009,-19.2149888958699258,65.7898584783521585,271.679301337725292,900.976057199651336,0.173298958235855366
0.79,40.2428773789344589,140.010406936128675,20.4969690403193248,-0.00707604230579728967,39.0765756938921527,12.7571141018854401,-19.6870334439145793,65.3996540267944795,271.16093648147239,933.443874465774684,0.173298958235855366
0.8,40.2428777061435525,140.010405473577919,20.8548655995100738,-0.00989865295777355401,39.7239699434759856,13.0400654983060438,-20.1462550169874817,65.0082593241761799,270.655074647173251,964.596256267419903,0.173298958235855366
0.81,40.2428780339665266,140.010403977123559,21.2179305409938124,-0.0126487072569656696,40.3397861370518527,13.3142035109451289,-20.5948005008217905,64.6162480204210254,270.159395012927064,994.700465352232641,0.173298958235855366
0.82,40.2428783622316217,140.010402447904283,21.5858334343582392,-0.0153099267600982688,40.9169086873247991,13.5764144170365491,-21.0347744541321049,64.2244814939074899,269.671605937984168,1023.32932936331179,0.173298958235855366
0.83,40.2428786907781628,140.010400887738484,21.9581287024676826,-0.0178640803382060058,41.4454691319443853,13.8222748748570883,-21.4680259339517931,63.8341320176036646,269.189682982158502,1049.90107792261415,0.173298958235855366
0.84,40.2428790194566801,140.010399298408714,22.3343858449369677,-0.0202827754498107575,41.9383260476804693,14.056833944421868,-21.89600416410196,63.4466385788333227,268.712034195659214,1074.98090552616668,0.173298958235855366
0.85,40.2428793481163964,140.010397680960324,22.7143109491556885,-0.0225405870259621187,42.4017088792272361,14.2823507373648706,-22.3196970225013089,63.0636086016787374,268.23757544991696,1098.82729304248301,0.173298958235855366
0.86,40.242879676606492,140.010396036600724,23.0975925231903787,-0.0246170154763089635,42.8363268099396421,14.4986824993860868,-22.739652757560286,62.6866959145162994,267.76571334435755,1121.42743369271011,0.173298958235855366
0.87,40.2428800047646291,140.010394366067857,23.4840080538243079,-0.0264868129309519564,43.2580671794814577,14.7123375856119623,-23.1560628911880571,62.3174939353362234,267.296258451735582,1143.57547169130339,0.173298958235855366
0.88,40.2428803324075162,140.010392669481575,23.8734467704296129,-0.0281353541118251962,43.6685324715136929,14.9236683424105916,-23.5688470326300994,61.9574296263514768,266.829334518097028,1165.33706234769966,0.173298958235855366
0.89,40.242880659356203,140.010390947188114,24.2657689240872863,-0.0295495795537663551,44.0705163954740655,15.1336013915165246,-23.9778107224138637,61.6078032822447739,266.365203001363795,1186.845745082858,0.173298958235855366
0.9,40.2428809854069556,140.010389198960013,24.6609330225080257,-0.0307113966478990835,44.476093446130001,15.3473936626954544,-24.3826966057346546,61.2697776527523246,265.904206017604565,1208.74525337423529,0.173298958235855366
0.91,40.2428813103416658,140.010387424343719,25.0589373613536388,-0.0316163259302752464,44.8788571306456561,15.5619333972380627,-24.7832367889182379,60.9444399065559921,265.446707033539781,1230.68947864269308,0.173298958235855366
0.92,40.2428816339835222,140.010385623732105,25.4596543559789659,-0.0322678334154068991,45.2634526664887389,15.7698579974692823,-25.1791518361632605,60.6327957054133648,264.993091731669608,1251.82479838476479,0.173298958235855366
0.93,40.2428819561765607,140.010383797815507,25.8629180849164726,-0.0326527590850770322,45.6409322557600206,15.9760207884972214,-25.5701454632526683,60.3357533827893064,264.543773664852665,1272.74202270122964,0.173298958235855366
0.94,40.242882276699298,140.01038194621961,26.268730029952529,-0.0327587019513175398,46.0248410885919341,16.1865596224430242,-25.9559016393547992,60.0541151964702138,264.099197057574088,1294.1929688672692,0.173298958235855366
0.95,40.2428825953293341,140.010380068612278,26.6770901433974501,-0.0325910440135948332,46.4068115626041688,16.397315675918243,-26.33608160842331,59.7885724988576186,263.659839611961274,1315.71209191259186,0.173298958235855366
0.96,40.2428829118820985,140.010378165190332,27.0879255315810461,-0.0321553893804071289,46.7808634533473082,16.6051859270743343,-26.7103197656106559,59.5396950524336361,263.226216536922607,1336.95482262399173,0.173298958235855366
0.97,40.2428832261889156,140.010376236315153,27.5011456760913156,-0.0314554688786955403,47.1467800182610404,16.8097898281639857,-27.0782204178721067,59.3079204935216637,262.798883449098469,1357.89784856648316,0.173298958235855366
0.98,40.2428835380899628,140.010374282398772,27.9166594294667263,-0.0304976059614280419,47.5039706904238557,17.0105667078098506,-27.4393554707176364,59.0935467838189865,262.378438094042565,1378.49601720846204,0.173298958235855366
0.99,40.2428838474308108,140.010372303859327,28.3343813556522157,-0.0292880029791353289,47.8558553751146221,17.2089153383089624,-27.7932627558805727,58.8967261770880484,261.965521222584869,1398.93788071298718,0.173298958235855366
1,40.2428841540300795,140.010370300803544,28.7542766695708067,-0.0278345418211106976,48.2077774931905267,17.4072055214198471,-28.1394448232362713,58.7174617777984622,261.560816840488201,1419.53127517008897,0.173298958235855366
1.01,40.2428844576953679,140.010368273209934,29.1763346149295586,-0.0261517025428809335,48.5605497320529835,17.6055748121259974,-28.4773733696236171,58.5555956631265033,261.165045787968495,1440.32442777778192,0.173298958235855366
