Time,/fdm/jsbsim/position/lat-gc-deg,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/h-sl-meters,/fdm/jsbsim/aero/alpha-rad,velocities/vtrue-ms,velocities/vg-ms,attitude/phi-deg,attitude/theta-deg,attitude/psi-deg,aero/qbar-Pa
0,40.2428650000000019,140.010449999999992,8.80004833817482002,1.41371669411540712,3.0000000960021258,0,-1.42320829130084566e-13,80.9999999956424119,291.999999984291208,5.50789427286404987
0.01,40.2428649999999237,140.010450000000134,8.80004825982749495,1.41371669411396361,0.562075875541704129,4.48509247367493465e-12,-1.34188210322652091e-12,80.99999999564794,291.9999999842899,0.193345001658374954
0.02,40.2428649999989574,140.010450000003146,8.80004654186368107,1.41371669408935219,0.562075625663814527,8.71400380611968816e-11,-2.76509039452676128e-12,80.9999999956516064,291.999999984289957,0.193344829779374672
0.03,40.2428649999903243,140.010450000029692,8.80003121190369164,1.41371669386874843,0.562073382063754234,8.29623556115085055e-10,-4.04597785668846496e-12,80.9999999956375376,291.999999984304111,0.193343286518251417
0.04,40.242864999979318,140.010450000063514,8.80001166027188297,1.41371669356692431,0.562070309073856245,1.84654431072478442e-09,-5.22520758374795148e-12,80.9999999956160224,291.999999984324234,0.193341172771030745
0.05,40.2428649999643895,140.010450000109387,8.7999851493537431,1.41371669315972492,0.56206616207978477,3.21865599645208431e-09,-6.32311112272014801e-12,80.9999999955850711,291.999999984351859,0.193338320291376931
0.06,40.2428649999459154,140.010450000166088,8.79995238881707209,1.41371669265259925,0.56206100018298577,4.92687266500342261e-09,-7.38035156763958035e-12,80.9999999955452665,291.999999984386534,0.193334769747753987
0.07,40.2428649999227943,140.010450000237114,8.79991134957969301,1.4137166920181119,0.562054540923777823,7.06420908937804313e-09,-8.25460808937427031e-12,80.9999999954938232,291.999999984430588,0.193330326876141184
0.08,40.2428649998939463,140.010450000325676,8.79986016493141676,1.41371669122646426,0.562046481585335322,9.73106536183402443e-09,-9.0882015170477288e-12,80.9999999954281975,291.999999984485839,0.193324783493713709
0.09,40.2428649998622063,140.010450000423162,8.79980384115278724,1.41371669034571479,0.562037516739887333,1.26976834454817854e-08,-9.86080030364587157e-12,80.9999999953546848,291.999999984547458,0.19331861737790168
0.1,40.2428649998307151,140.010450000519882,8.79974796588420993,1.41371668937512829,0.562027636797311048,1.59668909198077661e-08,-1.05520729021505334e-11,80.9999999952730292,291.999999984615556,0.193311821962460523
0.11,40.2428650006449047,140.010449997967385,8.80068846080303224,1.09296018975940701,0.632953655669562743,0.0458888523802518725,6.25684857477005411e-05,80.9999741800529449,292.000063331385661,0.245181024947194598
0.12,40.242865003098828,140.010449990283149,8.80361397604644402,0.830453096793317358,0.767405341557947596,0.0958389195024825502,0.000276462815311946913,80.9998811590840404,292.000279887016006,0.360406441780010245
