Time,Latitude,Longitude,Altitude,Angle of Attack,Angle of Sideslip,X-Acceleration,Y-Acceleration,Z-Acceleration,Thrust,True Velocity,Ground Velocity,Pitch,Roll,Yaw,Dynamic Pressure,parachute_deploy_gain,Wind Speed,Mach,Angle of Attack(total),Angle of Attack(gust),True Velocity(gust),Acceleration
0.1,40.2428649999999,140.0104500000004,5.400029461187125,0.0,0.0,0.0,0.0,0.0,0.0,1.1831479000645644e-11,1.167569692930956e-11,-1.4506338859573428e-11,79.9999999957507,282.9999999847585,8.569646626854079e-23,0.0,0.0,3.4770570015428975e-14,0.0,89.99999999992468,1.1831479000645644e-11,0.0
0.11,40.242864999999874,140.01045000000053,5.400029398736358,0.0,0.0,0.0,0.0,0.0,0.0,1.5302778510583394e-11,1.5088745521840614e-11,-1.5934993444228488e-11,79.99999999575607,282.9999999847568,1.4335915229859786e-22,0.0,0.0,4.4972089423767804e-14,0.0,89.99999999990257,1.5302778510583394e-11,0.0
0.12,40.242864999999874,140.01045000000053,5.400029397600889,0.0,0.0,0.0,0.0,0.0,0.0,1.5302778510583594e-11,1.5088744120965172e-11,-1.7381964113302378e-11,79.99999999576157,282.9999999847551,1.433591522986174e-22,0.0,0.0,4.497208942376784e-14,0.0,89.99999999990257,1.5302778510583594e-11,0.0
0.13,40.242864999999874,140.01045000000053,5.400029397600889,0.0,0.0,0.0,0.0,0.0,0.0,1.5302778510583798e-11,1.5088742720085268e-11,-1.8847250866794952e-11,79.999999995767,282.9999999847534,1.4335915229862116e-22,0.0,0.0,4.4972089423768416e-14,0.0,89.99999999990257,1.5302778510583798e-11,0.0
0.14,40.242864999999874,140.01045000000056,5.400029390788078,0.0,0.0,0.0,0.0,0.0,0.0,1.5725404654081095e-11,1.5503254273926297e-11,-2.049569846447415e-11,79.9999999957727,282.9999999847514,1.5138697079508748e-22,0.0,0.0,4.6214110975931864e-14,0.0,89.99999999989988,1.5725404654081095e-11,0.0
0.15,40.242864999999874,140.01045000000056,5.400029391923547,0.0,0.0,0.0,0.0,0.0,0.0,1.562175211749434e-11,1.5405511992193944e-11,-2.1851088711454916e-11,79.99999999577805,282.9999999847498,1.4939784188278e-22,0.0,0.0,4.590949497818043e-14,0.0,89.99999999990055,1.562175211749434e-11,0.0
0.16,40.242864999999874,140.01045000000056,5.400029390788078,0.0,0.0,0.0,0.0,0.0,0.0,1.5697853845786938e-11,1.5478730992178366e-11,-2.3334691549366248e-11,79.9999999957835,282.99999998474806,1.508569774670228e-22,0.0,0.0,4.6133144149322903e-14,0.0,89.99999999990007,1.5697853845786938e-11,0.0
0.17,40.242864999999874,140.01045000000056,5.400029391923547,0.0,0.0,0.0,0.0,0.0,6.906797953663002e-14,1.5649283447390705e-11,1.5430020977475337e-11,-2.4726713965184435e-11,79.99999999578895,282.99999998474635,1.4992489488726521e-22,0.0,0.0,4.599040456131255e-14,0.0,89.99999999990037,1.5649283447390705e-11,0.0
0.18,40.24286499999985,140.01045000000065,5.400029340827466,0.0,0.0,0.0,0.0,0.0,0.0,1.844234921384025e-11,1.8184481310875888e-11,-2.6192000718677008e-11,79.99999999579425,282.9999999847447,2.0821754524819656e-22,0.0,0.0,5.419871805992811e-14,0.0,89.99999999988259,1.844234921384025e-11,0.0
0.19,40.24286499999985,140.01045000000065,5.400029340827466,0.0,0.0,0.0,0.0,0.0,5.180101240805053e-13,1.8421339931493726e-11,1.8160295927179647e-11,-2.7675603556588566e-11,79.99999999579981,282.99999998474294,2.0774341806843985e-22,0.0,0.0,5.413697559114945e-14,0.0,89.99999999988273,1.8421339931493726e-11,0.0
0.2,40.24286499999984,140.01045000000073,5.400029303357004,0.0,0.0,0.0,0.0,0.0,0.0,2.0472820545557597e-11,2.0183477248779144e-11,-2.9195838563337224e-11,79.99999999580523,282.9999999847412,2.5659027887926163e-22,0.0,0.0,6.016590488412399e-14,0.0,89.99999999986966,2.0472820545557597e-11,0.0
0.21,40.24286499999984,140.01045000000073,5.400029303357004,0.0,0.0,0.0,0.0,0.0,1.0360196930494505e-13,2.0479446993395293e-11,2.0183849269536302e-11,-3.060617706357422e-11,79.99999999581073,282.99999998473953,2.567564071624104e-22,0.0,0.0,6.018537881198043e-14,0.0,89.99999999986962,2.0479446993395293e-11,0.0
0.22,40.24286499999984,140.01045000000073,5.4000292965441945,0.0,0.0,0.0,0.0,0.0,7.252141182015514e-13,2.085358785942183e-11,2.05496887665727e-11,-3.2126412070323096e-11,79.99999999581615,282.99999998473777,2.6622351405899473e-22,0.0,0.0,6.128491093108574e-14,0.0,89.99999999986724,2.085358785942183e-11,0.0
0.23,40.24286499999981,140.01045000000084,5.400029253396392,0.0,0.0,0.0,0.0,0.0,0.0,2.3203013411719213e-11,2.2865448936358566e-11,-3.3500118401722634e-11,79.99999999582163,282.9999999847362,3.2958969278474223e-22,0.0,0.0,6.818944633677693e-14,0.0,89.99999999985228,2.3203013411719213e-11,0.0
0.24,40.24286499999981,140.01045000000084,5.400029253396392,0.0,0.0,0.0,0.0,0.0,0.0,2.3313700267252732e-11,2.2963740459533195e-11,-3.5002037324053e-11,79.99999999582708,282.99999998473436,3.327417196790729e-22,0.0,0.0,6.851473492156814e-14,0.0,89.99999999985158,2.3313700267252732e-11,0.0
0.25,40.2428649999998,140.01045000000087,5.400029234093428,0.0,0.0,0.0,0.0,0.0,1.8663281614261769,2.3230657036451198e-11,2.289000566412343e-11,-3.648564016196482e-11,79.99999999583271,282.9999999847326,3.3037549426568e-22,0.0,0.0,6.827068593405457e-14,0.0,89.99999999985211,2.3230657036451198e-11,0.0
0.26,40.24286499999981,140.01045000000087,5.40002923295796,0.0,0.0,0.0,0.0,0.0,0.0,2.4325551873287268e-11,2.3963017056115933e-11,-3.7950926915457806e-11,79.99999999583805,282.9999999847309,3.622515423646365e-22,0.0,0.0,7.148838319585836e-14,0.0,89.99999999984513,2.4325551873287268e-11,0.0
0.27,40.24286499999979,140.01045000000087,5.400029234093428,0.0,0.0,0.0,0.0,0.0,0.0,2.4346398138603605e-11,2.3987126898112527e-11,-3.9196420655927096e-11,79.99999999584348,282.99999998472936,3.6287268572414624e-22,0.0,0.0,7.154964658716483e-14,0.0,89.999999999845,2.4346398138603605e-11,0.0
0.28,40.24286499999981,140.01045000000084,5.40002923295796,0.0,0.0,0.0,0.0,0.0,0.0,2.424255715699904e-11,2.3889301313715813e-11,-4.0826552169188346e-11,79.99999999584905,282.9999999847274,3.5978387578716945e-22,0.0,0.0,7.124447678369756e-14,0.0,89.99999999984567,2.424255715699904e-11,0.0
0.29,40.24286499999979,140.0104500000009,5.400029214790464,0.0,0.0,0.0,0.0,0.0,0.0,2.5406821476059564e-11,2.5035112240845617e-11,-4.2218574585006894e-11,79.99999999585454,282.9999999847258,3.951714053400787e-22,0.0,0.0,7.466603836698442e-14,0.0,89.99999999983825,2.5406821476059564e-11,0.0
0.3,40.24286499999979,140.0104500000009,5.400029214790464,0.0,0.0,0.0,0.0,0.0,0.0,2.5400109572993296e-11,2.5034698596935688e-11,-4.3757125676174857e-11,79.99999999586004,282.99999998472396,3.9496264236481163e-22,0.0,0.0,7.464631330171668e-14,0.0,89.9999999998383,2.5400109572993296e-11,0.0
0.31,40.24286499999979,140.0104500000009,5.400029214790464,0.0,0.0,0.0,0.0,0.0,0.0,2.5400109572993638e-11,2.503469623969167e-11,-4.5240728514086945e-11,79.99999999586547,282.99999998472225,3.949626423648221e-22,0.0,0.0,7.464631330171769e-14,0.0,89.9999999998383,2.5400109572993638e-11,0.0
0.32,40.24286499999979,140.01045000000096,5.4000291954875,0.0,0.0,0.0,0.0,0.0,1.8663281614260736,2.5413626102689916e-11,2.5035557100998697e-11,-4.6687699183161665e-11,79.99999999587108,282.9999999847205,3.953831086389837e-22,0.0,0.0,7.468603592998275e-14,0.0,89.99999999983821,2.5413626102689916e-11,0.0
0.33,40.24286499999979,140.01045000000093,5.400029196622968,0.0,0.0,0.0,0.0,0.0,0.0,2.6370185237102313e-11,2.5985710871377413e-11,-4.8207934189911e-11,79.99999999587652,282.9999999847187,4.257074009606291e-22,0.0,0.0,7.749718966274e-14,0.0,89.99999999983211,2.6370185237102313e-11,0.0
0.34,40.24286499999979,140.01045000000096,5.4000291954875,0.0,0.0,0.0,0.0,0.0,1.1050883387199524e-12,2.6383841942152793e-11,2.598663319030684e-11,-4.959995660572984e-11,79.99999999588198,282.999999984717,4.261484495000067e-22,0.0,0.0,7.75373242409359e-14,0.0,89.99999999983204,2.6383841942152793e-11,0.0
0.35,40.24286499999977,140.01045000000107,5.4000291455268865,0.0,0.0,0.0,0.0,0.0,0.0,2.9128272675677525e-11,2.8692351162243247e-11,-5.1046927274804306e-11,79.9999999958873,282.9999999847154,5.194147788698231e-22,0.0,0.0,8.560270820235379e-14,0.0,89.99999999981456,2.9128272675677525e-11,0.0
0.36,40.24286499999974,140.0104500000012,5.400029083076119,0.0,0.0,0.0,0.0,0.0,0.0,3.2593446087006656e-11,3.2105235251320426e-11,-5.253053011271607e-11,79.99999999589272,282.99999998471367,6.50347388580513e-22,0.0,0.0,9.578622411836229e-14,0.0,89.99999999979251,3.2593446087006656e-11,0.0
0.37,40.24286499999974,140.0104500000012,5.400029083076119,0.0,0.0,0.0,0.0,0.0,0.0,3.262115643287906e-11,3.2129822443329657e-11,-5.399581686620972e-11,79.99999999589815,282.9999999847119,6.514536853333365e-22,0.0,0.0,9.586765979696606e-14,0.0,89.99999999979232,3.262115643287906e-11,0.0
0.38,40.242864999999746,140.0104500000012,5.400029083076119,0.0,0.0,0.0,0.0,0.0,0.0,3.2586593120319306e-11,3.210475594616206e-11,-5.544278753528464e-11,79.99999999590356,282.9999999847102,6.500739384861658e-22,0.0,0.0,9.576608449270753e-14,0.0,89.99999999979255,3.2586593120319306e-11,0.0
0.39,40.24286499999974,140.0104500000012,5.400029083076119,0.0,0.0,0.0,0.0,0.0,0.0,3.2641965138230113e-11,3.2153911972104326e-11,-5.6889758204359726e-11,79.99999999590905,282.9999999847085,6.522850618299984e-22,0.0,0.0,9.592881280634865e-14,0.0,89.9999999997922,3.2641965138230113e-11,0.0
0.4,40.24286499999971,140.01045000000136,5.400028995645046,0.0,0.0,0.0,0.0,0.0,0.0,3.744468929893728e-11,3.6883262844100504e-11,-5.842830929552737e-11,79.99999999591448,282.99999998470673,8.583517603805857e-22,0.0,0.0,1.100431476822802e-13,0.0,89.99999999976163,3.744468929893728e-11,0.0
0.41,40.24286499999971,140.01045000000133,5.400028995645046,0.0,0.0,0.0,0.0,0.0,1.0360203591833225e-12,3.736162346995197e-11,3.680951729488752e-11,-5.987527996460239e-11,79.99999999591994,282.99999998470497,8.545477167288996e-22,0.0,0.0,1.0979903228280641e-13,0.0,89.99999999976214,3.736162346995197e-11,0.0
0.42,40.242864999999675,140.01045000000147,5.40002893319428,0.0,0.0,0.0,0.0,0.0,0.0,4.088216123614152e-11,4.0271554305703904e-11,-6.121235412716504e-11,79.99999999592518,282.9999999847035,1.0231811555855458e-21,0.0,0.0,1.2014525399210678e-13,0.0,89.99999999973974,4.088216123614152e-11,0.0
0.43,40.242864999999654,140.01045000000155,5.4000288889110095,0.0,0.0,0.0,0.0,0.0,0.0,4.320387962038269e-11,4.256271939899309e-11,-6.269595696507715e-11,79.99999999593082,282.9999999847018,1.1426950186166152e-21,0.0,0.0,1.2696836305816097e-13,0.0,89.99999999972496,4.320387962038269e-11,0.0
0.44,40.24286499999966,140.01045000000155,5.400028887775541,0.0,0.0,0.0,0.0,0.0,0.0,4.3307781993642926e-11,4.266056524909592e-11,-6.421619197182704e-11,79.99999999593624,282.9999999846999,1.14819783422585e-21,0.0,0.0,1.2727371328056133e-13,0.0,89.9999999997243,4.3307781993642926e-11,0.0
0.45,40.24286499999966,140.01045000000155,5.400028887775541,0.0,0.0,0.0,0.0,0.0,1.6576325080799286e-12,4.3307781993643527e-11,4.2660561155032354e-11,-6.558989830322771e-11,79.99999999594165,282.9999999846983,1.1481978342258809e-21,0.0,0.0,1.2727371328056312e-13,0.0,89.9999999997243,4.3307781993643527e-11,0.0
0.46,40.24286499999963,140.01045000000167,5.400028818511963,0.0,0.0,0.0,0.0,0.0,0.0,4.7064090554287175e-11,4.6365565555476974e-11,-6.71467654788144e-11,79.9999999959471,282.99999998469656,1.3560140253215464e-21,0.0,0.0,1.3831282257519688e-13,0.0,89.99999999970038,4.7064090554287175e-11,0.0
0.47,40.242864999999625,140.01045000000175,5.400028793531656,0.0,0.0,0.0,0.0,0.0,0.0,4.855406114481896e-11,4.7828563755600605e-11,-6.868531656998292e-11,79.99999999595265,282.99999998469474,1.4432313739787677e-21,0.0,0.0,1.4269157579238442e-13,0.0,89.9999999996909,4.855406114481896e-11,0.0
0.48,40.242864999999625,140.01045000000175,5.400028793531656,0.0,0.0,0.0,0.0,0.0,0.0,4.854040824577392e-11,4.7827636623001085e-11,-7.002239073254623e-11,79.999999995958,282.99999998469315,1.4424198446664261e-21,0.0,0.0,1.426514523993471e-13,0.0,89.99999999969097,4.854040824577392e-11,0.0
0.49,40.24286499999963,140.01045000000175,5.4000287923961885,0.0,0.0,0.0,0.0,0.0,0.0,4.8547210441727793e-11,4.782808265602176e-11,-7.159757399255236e-11,79.99999999596363,282.9999999846913,1.4428241391610148e-21,0.0,0.0,1.4267144281902638e-13,0.0,89.99999999969094,4.8547210441727793e-11,0.0
0.5,40.242864999999625,140.01045000000175,5.400028793531656,0.0,0.0,0.0,0.0,0.0,0.0,4.852636797273127e-11,4.780396740967947e-11,-7.295296423953449e-11,79.99999999596902,282.9999999846897,1.4415855278462565e-21,0.0,0.0,1.4261019058441806e-13,0.0,89.99999999969107,4.852636797273127e-11,0.0
0.51,40.24286499999962,140.01045000000178,5.400028779906035,0.0,0.0,0.0,0.0,0.0,2.072039386098901e-13,4.9143191794242906e-11,4.841327129332032e-11,-7.430835448651639e-11,79.99999999597448,282.9999999846881,1.4784667417885082e-21,0.0,0.0,1.4442292387595838e-13,0.0,89.99999999968715,4.9143191794242906e-11,0.0
0.52,40.24286499999961,140.0104500000018,5.4000287742286925,0.0,0.0,0.0,0.0,0.0,0.0,4.9572798636595824e-11,4.8828306879191887e-11,-7.584690557768515e-11,79.99999999597989,282.9999999846862,1.5044290640574894e-21,0.0,0.0,1.4568546043542816e-13,0.0,89.9999999996844,4.9572798636595824e-11,0.0
0.53,40.24286499999961,140.0104500000018,5.4000287742286925,0.0,0.0,0.0,0.0,0.0,0.0,4.952428280241912e-11,4.8779617648940197e-11,-7.744040492211018e-11,79.99999999598546,282.99999998468434,1.5014858001383464e-21,0.0,0.0,1.4554288120175902e-13,0.0,89.99999999968472,4.952428280241912e-11,0.0
0.54,40.24286499999958,140.01045000000192,5.400028717455268,0.0,0.0,0.0,0.0,0.0,1.8663281614258664,5.157567869043044e-11,5.0802752376764775e-11,-7.885074342234815e-11,79.99999999599089,282.9999999846828,1.6284511782444052e-21,0.0,0.0,1.5157156150016108e-13,0.0,89.99999999967166,5.157567869043044e-11,0.0
0.55,40.24286499999959,140.01045000000192,5.400028717455268,0.0,0.0,0.0,0.0,0.0,0.0,5.267065716911231e-11,5.1875794370059656e-11,-8.018781758491157e-11,79.9999999959962,282.9999999846811,1.698330908820579e-21,0.0,0.0,1.547895045701364e-13,0.0,89.9999999996647,5.267065716911231e-11,0.0
0.56,40.24286499999958,140.01045000000192,5.400028717455268,0.0,0.0,0.0,0.0,0.0,0.0,5.2587529963443294e-11,5.180202084446812e-11,-8.174468476049933e-11,79.9999999960018,282.9999999846793,1.6929743743103329e-21,0.0,0.0,1.5454520879572648e-13,0.0,89.99999999966522,5.2587529963443294e-11,0.0
0.57,40.24286499999956,140.01045000000207,5.400028655004502,0.0,0.0,0.0,0.0,0.0,4.976875430468453,5.332213885800552e-11,5.251019694573151e-11,-8.308175892306286e-11,79.99999999600716,282.9999999846777,1.7406039411565627e-21,0.0,0.0,1.567040910454002e-13,0.0,89.99999999966055,5.332213885800552e-11,0.0
