time,altitude_m,velocity_ms,latitude_deg,longitude_deg,thrust_n,parachute_area_m2
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
0.0,1.2192,0.0,-0.0,0.0,0.0,0.0
