Time,/fdm/jsbsim/position/lat-gc-deg,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/h-sl-meters,/fdm/jsbsim/aero/alpha-rad,velocities/vtrue-ms,velocities/vg-ms,attitude/phi-deg,attitude/theta-deg,attitude/psi-deg,aero/qbar-Pa
0,40.2428650000000019,140.010449999999992,8.80004833817482002,-1.7278759594743871,7.00000022400495858,0,-1.42320829130084566e-13,80.9999999956424119,291.999999984291208,29.9874243744820284
0.01,40.2428649999999237,140.010450000000134,8.80004825982749495,-1.72787595947293315,1.31151037627503975,4.48509247367493465e-12,-1.34188210322652091e-12,80.99999999564794,291.9999999842899,1.0526561201578013
0.02,40.2428649999989574,140.010450000003146,8.80004654186368107,-1.72787595944816208,1.31150979342998353,8.71400380611968816e-11,-2.76509039452676128e-12,80.9999999956516064,291.999999984289957,1.05265518469856634
0.03,40.2428649999903243,140.010450000029692,8.80003121190369164,-1.7278759592261268,1.31150456018974304,8.29623556115085055e-10,-4.04597785668846496e-12,80.9999999956375376,291.999999984304111,1.05264678543121382
0.04,40.242864999979318,140.010450000063514,8.80001166027188297,-1.72787595892234358,1.31149739238159491,1.84654431072478442e-09,-5.22520758374795148e-12,80.9999999956160224,291.999999984324234,1.05263528126757899
0.05,40.2428649999643895,140.010450000109387,8.7999851493537431,-1.72787595851250098,1.3114877194374599,3.21865599645208431e-09,-6.32311112272014801e-12,80.9999999955850711,291.999999984351859,1.05261975651875828
0.06,40.2428649999459154,140.010450000166088,8.79995238881707209,-1.72787595800208393,1.31147567921381958,4.92687266500342261e-09,-7.38035156763958035e-12,80.9999999955452665,291.999999984386534,1.05260043252661362
0.07,40.2428649999227943,140.010450000237114,8.79991134957969301,-1.72787595736347788,1.31146061286684934,7.06420908937804313e-09,-8.25460808937427031e-12,80.9999999954938232,291.999999984430588,1.05257625199860239
0.08,40.2428649998939463,140.010450000325676,8.79986016493141676,-1.72787595656669168,1.31144181430426987,9.73106536183402443e-09,-9.0882015170477288e-12,80.9999999954281975,291.999999984485839,1.05254608189120979
0.09,40.2428649998622063,140.010450000423162,8.79980384115278724,-1.72787595568022545,1.31142090362944908,1.26976834454817854e-08,-9.86080030364587157e-12,80.9999999953546848,291.999999984547458,1.05251252252981797
0.1,40.2428649998307151,140.010450000519882,8.79974796588420993,-1.72787595470333888,1.31139785847235846,1.59668909198077661e-08,-1.05520729021505334e-11,80.9999999952730292,291.999999984615556,1.05247553817587391
0.11,40.2428650006378774,140.010449997952463,8.800688995608688,-1.34611986889534774,1.30762239972198158,0.0460667920800568037,0.000778220261914061009,81.0000474590903963,292.000787903799335,1.04642410218702064
0.12,40.2428650030729926,140.010449990222867,8.80361563610136599,-0.956603127037001011,1.34038256692055446,0.0962245062311655741,0.00328774920655260181,81.0002271860039826,292.003328708482854,1.09951320775005446
0.13,40.2428650073424095,140.010449976696577,8.80889639116823631,-0.662555869080528548,1.42201099063631009,0.151401798336605248,0.00756881133122002878,81.000565682611807,292.007663121384496,1.23750965226660181
0.14,40.242865013592251,140.010449956921605,8.81679183379411668,-0.473155096932054375,1.55728634085459694,0.210666721314333505,0.0137253781869027085,81.0010718078136875,292.013896404289881,1.4841551670423998
0.15,40.2428650220082957,140.010449930322011,8.82763423044383622,-0.346635213832307498,1.75831455425981997,0.276774430399321481,0.0219342252879917848,81.0017508054540656,292.022207526999409,1.89206063173395878
0.16,40.2428650328741,140.010449896019225,8.84193034070134232,-0.259877313772833907,2.03394488932177353,0.351213449088898677,0.0324600840472153568,81.0026125135864419,292.032864506832311,2.53174332729338447
0.17,40.2428650464721542,140.010449853135327,8.86018616452217067,-0.199753522943726808,2.3819226158857969,0.433664502553690434,0.0456693413338509283,81.0036733695526578,292.046238277167049,3.47212895087244222
0.18,40.2428650630502815,140.010449800896595,8.88284712688922973,-0.158297671881924312,2.78069503086382053,0.520931314174374438,0.0620300218375882326,81.0049557697495146,292.062802666829839,4.73201733163321681
0.19,40.242865082688752,140.010449739041547,8.91006239429712288,-0.129450418087395602,3.20301450625400053,0.609333716757666455,0.082090247872446509,81.0064856378143929,292.083112591609733,6.27850553182728355
0.2,40.2428651054357545,140.0104496674073,8.94192423718571661,-0.108133162105657363,3.64984367963975265,0.699941787641552016,0.106446306136500607,81.0082898923753731,292.107771708804307,8.1524035614416146
0.21,40.242865131381663,140.010449585702503,8.97859958191216023,-0.0918367545243541361,4.11872587158797732,0.792853623804645302,0.135741341454707842,81.0103956770073381,292.137431096708212,10.3815305780611418
0.22,40.2428651605911867,140.010449493715214,9.02020962497591938,-0.0790543190460736289,4.60793969413878823,0.888111505540384982,0.17066686237195583,81.0128296965065715,292.172790787761926,12.9941372630672838
0.23,40.2428651931558292,140.010449391153571,9.06692231011390781,-0.0688590525378193069,5.11395565404333396,0.985359256131390415,0.21196234278209003,81.0156187252428737,292.214599325797622,16.0046375802956824
0.24,40.2428652291175695,140.010449277878507,9.11881758566200773,-0.0606211921698573686,5.6327829556172162,1.0841089346779138,0.260415748905254929,81.0187886140473239,292.263654320427918,19.4167169174040239
0.25,40.2428652685523645,140.010449153650569,9.17603417748212813,-0.0538188832934903411,6.16870674660245388,1.18515962967984234,0.31686096446881451,81.0223640752033418,292.320799824360392,23.2871118036632652
0.26,40.2428653115251436,140.010449018266769,9.23869027535319454,-0.0481851621484243736,6.71553859541055687,1.28759481910245488,0.382186261941907135,81.0263689273261747,292.386934898012782,27.5985626594643989
0.27,40.2428653580786388,140.010448871595145,9.3068636179894213,-0.0434690944542327276,7.27286588523405442,1.39140725989397729,0.457331755885721614,81.0308257558903478,292.463011018160216,32.3692830890233552
0.28,40.2428654082746746,140.010448713450387,9.38066369066834582,-0.0394718651460162148,7.84315558812797242,1.49702913431898366,0.543291476820355168,81.0357554991848588,292.550034174538041,37.644410950547325
0.29,40.2428654621723467,140.010448543660374,9.46019327145516975,-0.0360768029450845781,8.42263383151576761,1.60389002796795332,0.641120315382544881,81.0411775927238693,292.649071881836846,43.412157436304561
0.3,40.2428655198057825,140.010448362133246,9.54550930409431508,-0.0331893869601667946,9.00703216642818383,1.71133770771933724,0.75193381080717947,81.0471095585273105,292.761252953250334,49.644986624411203
0.31,40.2428655812031408,140.010448168800707,9.6366559583097704,-0.0307101399999094304,9.59852367528470829,1.81973160660990962,0.876905916515597905,81.0535665161672227,292.887765223889971,56.3789587080335934
0.32,40.2428656464190553,140.010447963523063,9.73372030750215167,-0.0285607288577737831,10.2005687640061584,1.92962540344681188,1.01727440143872072,81.0605609591925997,293.029861003293377,63.6726459254634207
