"('launch', 'elevation')","('launch', 'ground_wind_dir')","('launch', 'ground_wind_speed')","('launch', 'latitude')","('launch', 'launcher_length')","('launch', 'longitude')","('launch', 'pitch')","('launch', 'roll')","('launch', 'wind_power_factor')","('launch', 'wind_ref_altitude')","('launch', 'yaw')","('rocket', 'cg_x')","('rocket', 'cg_y')","('rocket', 'cg_z')","('rocket', 'cp_x')","('rocket', 'cp_y')","('rocket', 'cp_z')","('rocket', 'diameter')","('rocket', 'dry_weight')","('rocket', 'fuel_after_burn')","('rocket', 'fuel_capacity')","('rocket', 'fuel_contents')","('rocket', 'fuel_density')","('rocket', 'fuel_drain_x')","('rocket', 'fuel_drain_y')","('rocket', 'fuel_drain_z')","('rocket', 'fuel_length')","('rocket', 'fuel_radius')","('rocket', 'fuel_x')","('rocket', 'fuel_y')","('rocket', 'fuel_z')","('rocket', 'inertia_xx')","('rocket', 'inertia_xy')","('rocket', 'inertia_xz')","('rocket', 'inertia_yy')","('rocket', 'inertia_yz')","('rocket', 'inertia_zz')","('rocket', 'lift_coefficient_alpha')","('rocket', 'parachute_drag_coefficient')","('rocket', 'parachute_full_deploy_time')","('rocket', 'pitch_coefficient_alpha')","('rocket', 'pitch_damping_coefficient')","('rocket', 'projected_frontal_area')","('rocket', 'roll_damping_coefficient')","('rocket', 'side_coefficient_beta')","('rocket', 'tank_capacity')","('rocket', 'tank_contents')","('rocket', 'tank_density')","('rocket', 'tank_drain_x')","('rocket', 'tank_drain_y')","('rocket', 'tank_drain_z')","('rocket', 'tank_radius')","('rocket', 'tank_x')","('rocket', 'tank_y')","('rocket', 'tank_z')","('rocket', 'terminal_velocity')","('rocket', 'thruster_x')","('rocket', 'thruster_y')","('rocket', 'thruster_z')","('rocket', 'wing_chord')","('rocket', 'wing_span')","('rocket', 'yaw_coefficient_beta')","('rocket', 'yaw_damping_coefficient')","('simulation', 'flight_duration')","('simulation', 'notify_interval')","('simulation', 'output_rate')","('simulation', 'parachute_deploy_delay')","('simulation', 'time_step')",max_altitude,max_speed,landed_latitude,landed_longitude,max_pressure,launch_clear_speed
5.3,193.0,2.0,40.242865,5.0,140.01045,80.0,0.0,0.1666,2.0,283.0,1.17,0.0,0.0,1.379,0.0,0.0,0.143,17.833,0.031,0.522,0.522,1.0,1.78,0.0,0.0,0.34,0.04,0.953278,0.0,0.0,0.042,0.0,0.0,3.403,0.0,3.403,9.283,1.2,0.01,0.0,-2.306,0.0161,-0.0423,0.0,3.528,3.528,1.226,1.1,0.0,0.0,0.07,0.866238,0.0,0.0,0.0,1.868,0.0,0.0,0.09,0.14,0.0,-0.0423,4000.0,5.0,10,0.01,0.001,3883.9868197716414,312.07303360994075,40.25898539890201,139.97084967321948,52564.330240624935,22.591128795440554
