time,thrust
3.323,1166.455078
3.324,1158.367676
3.325,1191.961548
3.326,1195.072021
3.327,1163.966553
3.328,1173.92041
3.329,1162.722412
3.33,1180.76355
3.331,1187.606812
3.332,1177.030884
3.333,1180.76355
3.334,1176.408813
3.335,1190.717285
3.336,1188.228882
3.337,1177.030884
3.338,1177.652954
3.339,1178.897217
3.34,1202.537354
3.341,1198.182617
3.342,1176.408813
3.343,1178.897217
3.344,1174.54248
3.345,1172.054077
3.346,1190.717285
3.347,1186.984619
3.348,1175.164551
3.349,1175.786621
3.35,1177.030884
3.351,1185.118286
3.352,1192.583618
3.353,1178.897217
3.354,1185.118286
3.355,1170.809814
3.356,1173.92041
3.357,1176.408813
3.358,1163.966553
3.359,1193.827881
3.36,1198.804688
3.361,1177.652954
3.362,1191.961548
3.363,1178.897217
3.364,1203.781616
3.365,1184.496216
3.366,1193.205688
3.367,1172.676147
3.368,1169.565552
3.369,1185.740479
3.37,1186.362549
3.371,1189.473145
3.372,1179.519287
3.373,1187.606812
3.374,1175.786621
3.375,1201.915283
3.376,1173.92041
3.377,1181.38562
3.378,1161.478149
3.379,1184.496216
3.38,1177.030884
3.381,1183.874146
3.382,1188.228882
3.383,1153.390747
3.384,1188.228882
3.385,1196.316284
3.386,1213.735352
3.387,1204.403687
3.388,1203.781616
3.389,1190.095215
3.39,1177.652954
3.391,1173.92041
3.392,1180.141479
3.393,1178.275146
3.394,1165.210815
3.395,1191.339355
3.396,1181.38562
3.397,1198.804688
3.398,1186.362549
3.399,1178.275146
3.4,1188.850952
3.401,1174.54248
3.402,1188.850952
3.403,1196.316284
3.404,1177.030884
3.405,1182.007813
3.406,1173.298218
3.407,1178.275146
3.408,1167.699219
3.409,1167.077148
3.41,1174.54248
3.411,1188.850952
3.412,1189.473145
3.413,1188.228882
3.414,1165.832886
3.415,1178.275146
3.416,1195.694214
3.417,1193.827881
3.418,1201.915283
3.419,1180.76355
3.42,1168.321411
3.421,1177.030884
3.422,1166.455078
3.423,1185.118286
3.424,1191.339355
3.425,1182.629883
3.426,1187.606812
3.427,1173.298218
3.428,1168.943481
3.429,1193.827881
3.43,1186.984619
3.431,1195.072021
3.432,1189.473145
3.433,1167.699219
3.434,1180.76355
3.435,1167.077148
3.436,1195.072021
3.437,1193.205688
3.438,1191.339355
3.439,1180.76355
3.44,1180.76355
3.441,1186.984619
3.442,1180.76355
3.443,1184.496216
3.444,1185.118286
3.445,1181.38562
3.446,1186.362549
3.447,1175.786621
3.448,1189.473145
3.449,1186.984619
3.45,1203.159546
3.451,1198.804688
3.452,1189.473145
3.453,1181.38562
3.454,1186.362549
3.455,1190.717285
3.456,1185.740479
3.457,1185.740479
3.458,1180.141479
3.459,1165.832886
3.46,1187.606812
3.461,1182.629883
3.462,1182.629883
3.463,1198.804688
3.464,1171.431885
3.465,1193.827881
3.466,1193.205688
3.467,1206.89209
3.468,1198.182617
3.469,1197.560547
3.47,1180.141479
3.471,1208.758423
3.472,1200.671021
3.473,1200.671021
3.474,1203.781616
3.475,1200.04895
3.476,1221.200684
3.477,1193.205688
3.478,1173.298218
3.479,1177.030884
3.48,1178.897217
3.481,1158.367676
3.482,1170.187744
3.483,1163.344482
3.484,1167.077148
3.485,1171.431885
3.486,1183.251953
3.487,1192.583618
3.488,1181.38562
3.489,1177.030884
3.49,1173.298218
3.491,1157.123413
3.492,1178.897217
3.493,1171.431885
3.494,1158.989746
3.495,1183.874146
3.496,1176.408813
3.497,1185.740479
3.498,1189.473145
3.499,1178.897217
3.5,1187.606812
3.501,1202.537354
3.502,1194.449951
3.503,1168.943481
3.504,1182.007813
3.505,1183.874146
3.506,1188.228882
3.507,1193.827881
3.508,1179.519287
3.509,1170.187744
3.51,1180.141479
3.511,1175.164551
3.512,1189.473145
3.513,1194.449951
3.514,1167.077148
3.515,1173.298218
3.516,1169.565552
3.517,1186.984619
3.518,1180.141479
3.519,1181.38562
3.52,1185.118286
3.521,1175.164551
3.522,1189.473145
3.523,1164.588745
3.524,1186.984619
3.525,1191.961548
3.526,1185.740479
3.527,1195.072021
3.528,1189.473145
3.529,1183.251953
3.53,1186.362549
3.531,1183.874146
3.532,1166.455078
3.533,1173.92041
3.534,1169.565552
3.535,1180.141479
3.536,1175.786621
3.537,1179.519287
3.538,1175.164551
3.539,1172.054077
3.54,1191.339355
3.541,1194.449951
3.542,1178.897217
3.543,1165.210815
3.544,1178.275146
3.545,1177.030884
3.546,1183.874146
3.547,1163.344482
3.548,1170.809814
3.549,1183.874146
3.55,1183.251953
3.551,1193.827881
3.552,1207.514282
3.553,1193.205688
3.554,1182.629883
3.555,1182.007813
3.556,1173.92041
3.557,1177.652954
3.558,1173.298218
3.559,1190.095215
3.56,1177.030884
3.561,1174.54248
3.562,1167.077148
3.563,1178.275146
3.564,1185.740479
3.565,1188.850952
3.566,1166.455078
3.567,1172.676147
3.568,1175.786621
3.569,1189.473145
3.57,1188.850952
3.571,1179.519287
3.572,1189.473145
3.573,1178.275146
3.574,1184.496216
3.575,1193.205688
3.576,1192.583618
3.577,1184.496216
3.578,1175.164551
3.579,1193.205688
3.58,1179.519287
3.581,1173.298218
3.582,1176.408813
3.583,1182.007813
3.584,1183.874146
3.585,1170.809814
3.586,1195.694214
3.587,1177.030884
3.588,1175.164551
3.589,1184.496216
3.59,1188.228882
3.591,1191.961548
3.592,1188.228882
3.593,1182.629883
3.594,1176.408813
3.595,1182.007813
3.596,1165.832886
3.597,1181.38562
3.598,1179.519287
3.599,1185.118286
3.6,1198.804688
3.601,1199.42688
3.602,1191.339355
3.603,1173.92041
3.604,1188.228882
3.605,1201.915283
3.606,1190.717285
3.607,1190.717285
3.608,1179.519287
3.609,1177.652954
3.61,1155.25708
3.611,1175.786621
3.612,1179.519287
3.613,1186.984619
3.614,1194.449951
3.615,1172.054077
3.616,1178.897217
3.617,1190.717285
3.618,1183.874146
3.619,1190.095215
3.62,1177.030884
3.621,1177.652954
3.622,1168.943481
3.623,1177.652954
3.624,1200.04895
3.625,1186.362549
3.626,1195.072021
3.627,1185.740479
3.628,1196.316284
3.629,1173.298218
3.63,1177.652954
3.631,1185.740479
3.632,1165.832886
3.633,1163.344482
3.634,1188.228882
3.635,1182.629883
3.636,1168.943481
3.637,1158.989746
3.638,1181.38562
3.639,1205.025757
3.64,1198.804688
3.641,1196.938354
3.642,1204.403687
3.643,1170.187744
3.644,1194.449951
3.645,1200.671021
3.646,1188.850952
3.647,1178.275146
3.648,1175.164551
3.649,1190.717285
3.65,1168.321411
3.651,1188.228882
3.652,1196.316284
3.653,1206.89209
3.654,1184.496216
3.655,1191.961548
3.656,1177.030884
3.657,1178.897217
3.658,1177.030884
3.659,1177.030884
3.66,1179.519287
3.661,1176.408813
3.662,1166.455078
3.663,1191.961548
3.664,1195.694214
3.665,1210.624756
3.666,1203.781616
3.667,1178.275146
3.668,1188.228882
3.669,1187.606812
3.67,1187.606812
3.671,1184.496216
3.672,1168.321411
3.673,1175.164551
3.674,1173.298218
3.675,1179.519287
3.676,1183.251953
3.677,1196.938354
3.678,1187.606812
3.679,1184.496216
3.68,1183.874146
3.681,1168.943481
3.682,1175.786621
3.683,1165.832886
3.684,1176.408813
3.685,1170.187744
3.686,1182.629883
3.687,1196.316284
3.688,1189.473145
3.689,1201.293213
3.69,1189.473145
3.691,1195.694214
3.692,1192.583618
3.693,1177.030884
3.694,1188.850952
3.695,1172.054077
3.696,1180.76355
3.697,1184.496216
3.698,1177.652954
3.699,1196.938354
3.7,1185.118286
3.701,1179.519287
3.702,1187.606812
3.703,1190.717285
3.704,1190.095215
3.705,1193.827881
3.706,1170.187744
3.707,1167.699219
3.708,1182.629883
3.709,1154.63501
3.71,1170.809814
3.711,1194.449951
3.712,1170.809814
3.713,1183.874146
3.714,1179.519287
3.715,1185.740479
3.716,1187.606812
3.717,1187.606812
3.718,1173.298218
3.719,1173.298218
3.72,1175.786621
3.721,1186.984619
3.722,1180.141479
3.723,1191.339355
3.724,1171.431885
3.725,1181.38562
3.726,1182.007813
3.727,1199.42688
3.728,1187.606812
3.729,1173.298218
3.73,1194.449951
3.731,1186.984619
3.732,1182.007813
3.733,1176.408813
3.734,1176.408813
3.735,1169.565552
3.736,1160.233887
3.737,1160.233887
3.738,1176.408813
3.739,1160.233887
3.74,1171.431885
3.741,1191.339355
3.742,1174.54248
3.743,1184.496216
3.744,1177.030884
3.745,1191.961548
3.746,1193.205688
3.747,1187.606812
3.748,1160.233887
3.749,1196.316284
3.75,1186.984619
3.751,1176.408813
3.752,1178.897217
3.753,1182.007813
3.754,1167.699219
3.755,1182.629883
3.756,1188.228882
3.757,1176.408813
3.758,1179.519287
3.759,1195.694214
3.76,1174.54248
3.761,1185.118286
3.762,1180.76355
3.763,1186.984619
3.764,1197.560547
3.765,1175.786621
3.766,1184.496216
3.767,1191.339355
3.768,1185.740479
3.769,1178.275146
3.77,1158.989746
3.771,1158.989746
3.772,1184.496216
3.773,1187.606812
3.774,1180.141479
3.775,1160.856079
3.776,1175.786621
3.777,1182.007813
3.778,1164.588745
3.779,1168.943481
3.78,1187.606812
3.781,1188.228882
3.782,1176.408813
3.783,1152.146484
3.784,1173.298218
3.785,1185.740479
3.786,1181.38562
3.787,1171.431885
3.788,1160.233887
3.789,1165.832886
3.79,1156.501343
3.791,1183.874146
3.792,1185.740479
3.793,1188.228882
3.794,1182.007813
3.795,1167.077148
3.796,1172.054077
3.797,1185.740479
3.798,1186.984619
3.799,1179.519287
3.8,1170.187744
3.801,1169.565552
3.802,1175.164551
3.803,1177.652954
3.804,1182.629883
3.805,1182.629883
3.806,1185.118286
3.807,1159.611816
3.808,1168.943481
3.809,1163.344482
3.81,1178.275146
3.811,1168.943481
3.812,1170.187744
3.813,1160.856079
3.814,1165.210815
3.815,1181.38562
3.816,1186.362549
3.817,1171.431885
3.818,1184.496216
3.819,1170.187744
3.82,1176.408813
3.821,1172.676147
3.822,1175.786621
3.823,1173.298218
3.824,1177.030884
3.825,1171.431885
3.826,1180.141479
3.827,1165.210815
3.828,1172.676147
3.829,1181.38562
3.83,1162.10022
3.831,1167.077148
3.832,1180.76355
3.833,1165.832886
3.834,1179.519287
3.835,1159.611816
3.836,1167.699219
3.837,1169.565552
3.838,1167.699219
3.839,1165.210815
3.84,1157.745483
3.841,1192.583618
3.842,1173.92041
3.843,1190.095215
3.844,1183.251953
3.845,1145.925415
3.846,1158.367676
3.847,1158.367676
3.848,1182.007813
3.849,1167.699219
3.85,1158.367676
3.851,1181.38562
3.852,1171.431885
3.853,1170.809814
3.854,1158.989746
3.855,1167.699219
3.856,1171.431885
3.857,1142.814941
3.858,1135.349609
3.859,1177.030884
3.86,1175.786621
3.861,1175.786621
3.862,1183.874146
3.863,1156.501343
3.864,1178.897217
3.865,1158.367676
3.866,1161.478149
3.867,1183.874146
3.868,1157.745483
3.869,1173.298218
3.87,1160.856079
3.871,1176.408813
3.872,1154.63501
3.873,1182.629883
3.874,1178.897217
3.875,1178.275146
3.876,1188.850952
3.877,1166.455078
3.878,1186.362549
3.879,1176.408813
3.88,1179.519287
3.881,1182.007813
3.882,1155.25708
3.883,1172.676147
3.884,1170.809814
3.885,1168.943481
3.886,1160.233887
3.887,1181.38562
3.888,1169.565552
3.889,1182.007813
3.89,1193.827881
3.891,1175.164551
3.892,1174.54248
3.893,1177.030884
3.894,1160.233887
3.895,1164.588745
3.896,1186.362549
3.897,1175.786621
3.898,1171.431885
3.899,1187.606812
3.9,1192.583618
3.901,1190.717285
3.902,1170.809814
3.903,1180.76355
3.904,1185.740479
3.905,1201.915283
3.906,1196.316284
3.907,1173.92041
3.908,1198.182617
3.909,1182.007813
3.91,1178.275146
3.911,1178.897217
3.912,1170.187744
3.913,1213.113281
3.914,1194.449951
3.915,1183.251953
3.916,1203.159546
3.917,1201.293213
3.918,1192.583618
3.919,1198.804688
3.92,1199.42688
3.921,1168.943481
3.922,1198.182617
3.923,1200.671021
3.924,1202.537354
3.925,1193.205688
3.926,1211.246948
3.927,1177.652954
3.928,1195.694214
3.929,1199.42688
3.93,1193.205688
3.931,1183.874146
3.932,1178.897217
3.933,1183.251953
3.934,1190.717285
3.935,1191.339355
3.936,1193.205688
3.937,1205.647949
3.938,1193.205688
3.939,1158.989746
3.94,1203.159546
3.941,1213.735352
3.942,1214.357422
3.943,1208.136353
3.944,1188.850952
3.945,1186.362549
3.946,1168.943481
3.947,1188.850952
3.948,1210.624756
3.949,1209.380615
3.95,1205.025757
3.951,1209.380615
3.952,1182.007813
3.953,1205.647949
3.954,1197.560547
3.955,1214.979614
3.956,1198.804688
3.957,1211.869019
3.958,1206.27002
3.959,1193.827881
3.96,1205.647949
3.961,1190.717285
3.962,1196.938354
3.963,1199.42688
3.964,1194.449951
3.965,1195.694214
3.966,1200.671021
3.967,1208.136353
3.968,1197.560547
3.969,1186.984619
3.97,1200.671021
3.971,1196.316284
3.972,1203.781616
3.973,1195.072021
3.974,1203.781616
3.975,1213.735352
3.976,1203.781616
3.977,1201.915283
3.978,1201.293213
3.979,1193.827881
3.98,1178.275146
3.981,1205.647949
3.982,1201.293213
3.983,1186.362549
3.984,1181.38562
3.985,1188.228882
3.986,1196.938354
3.987,1193.205688
3.988,1181.38562
3.989,1198.804688
3.99,1193.205688
3.991,1186.362549
3.992,1210.624756
3.993,1199.42688
3.994,1216.845947
3.995,1198.182617
3.996,1207.514282
3.997,1186.362549
3.998,1187.606812
3.999,1201.915283
4,1206.89209
4.001,1201.293213
4.002,1199.42688
4.003,1202.537354
4.004,1188.228882
4.005,1186.984619
4.006,1200.04895
4.007,1195.072021
4.008,1208.758423
4.009,1206.27002
4.01,1198.804688
4.011,1206.27002
4.012,1177.030884
4.013,1195.072021
4.014,1198.804688
4.015,1189.473145
4.016,1185.118286
4.017,1184.496216
4.018,1193.827881
4.019,1213.735352
4.02,1218.090088
4.021,1201.915283
4.022,1193.205688
4.023,1206.27002
4.024,1198.182617
4.025,1224.93335
4.026,1226.799683
4.027,1195.072021
4.028,1196.316284
4.029,1203.159546
4.03,1221.822754
4.031,1201.915283
4.032,1184.496216
4.033,1201.915283
4.034,1196.316284
4.035,1209.380615
4.036,1200.671021
4.037,1188.228882
4.038,1196.938354
4.039,1178.275146
4.04,1198.182617
4.041,1201.915283
4.042,1181.38562
4.043,1203.159546
4.044,1213.113281
4.045,1208.136353
4.046,1205.025757
4.047,1209.380615
4.048,1214.979614
4.049,1217.468018
4.05,1205.647949
4.051,1192.583618
4.052,1186.984619
4.053,1175.786621
4.054,1193.205688
4.055,1210.624756
4.056,1200.671021
4.057,1200.671021
4.058,1201.293213
4.059,1206.89209
4.06,1203.781616
4.061,1205.647949
4.062,1205.025757
4.063,1214.357422
4.064,1212.491089
4.065,1201.293213
4.066,1216.845947
4.067,1196.316284
4.068,1205.647949
4.069,1216.845947
4.07,1203.159546
4.071,1205.025757
4.072,1214.357422
4.073,1205.025757
4.074,1205.025757
4.075,1216.845947
4.076,1216.845947
4.077,1216.223755
4.078,1215.601685
4.079,1209.380615
4.08,1205.025757
4.081,1190.095215
4.082,1206.89209
4.083,1215.601685
4.084,1210.002686
4.085,1201.293213
4.086,1206.27002
4.087,1195.072021
4.088,1183.874146
4.089,1199.42688
4.09,1196.316284
4.091,1200.04895
4.092,1188.228882
4.093,1203.159546
4.094,1203.781616
4.095,1213.735352
4.096,1212.491089
4.097,1193.827881
4.098,1206.27002
4.099,1193.205688
4.1,1209.380615
4.101,1193.205688
4.102,1197.560547
4.103,1201.915283
4.104,1216.223755
4.105,1191.961548
4.106,1200.671021
4.107,1206.89209
4.108,1189.473145
4.109,1204.403687
4.11,1199.42688
4.111,1213.735352
4.112,1218.090088
4.113,1190.095215
4.114,1201.915283
4.115,1183.251953
4.116,1181.38562
4.117,1191.961548
4.118,1205.025757
4.119,1228.666016
4.12,1198.804688
4.121,1222.444824
4.122,1206.89209
4.123,1197.560547
4.124,1188.228882
4.125,1221.822754
4.126,1223.067017
4.127,1182.007813
4.128,1185.118286
4.129,1205.647949
4.13,1193.827881
4.131,1216.223755
4.132,1198.804688
4.133,1199.42688
4.134,1193.827881
4.135,1180.141479
4.136,1200.671021
4.137,1210.002686
4.138,1200.671021
4.139,1180.76355
4.14,1189.473145
4.141,1202.537354
4.142,1195.694214
4.143,1209.380615
4.144,1200.671021
4.145,1213.735352
4.146,1203.159546
4.147,1192.583618
4.148,1206.27002
4.149,1193.827881
4.15,1183.874146
4.151,1197.560547
4.152,1186.984619
4.153,1213.735352
4.154,1188.850952
4.155,1205.647949
4.156,1198.804688
4.157,1197.560547
4.158,1205.647949
4.159,1208.758423
4.16,1193.827881
4.161,1180.76355
4.162,1207.514282
4.163,1201.293213
4.164,1204.403687
4.165,1208.758423
4.166,1216.845947
4.167,1196.316284
4.168,1189.473145
4.169,1192.583618
4.17,1176.408813
4.171,1188.850952
4.172,1193.205688
4.173,1205.025757
4.174,1209.380615
4.175,1204.403687
4.176,1212.491089
4.177,1210.002686
4.178,1217.468018
4.179,1196.938354
4.18,1201.915283
4.181,1203.781616
4.182,1192.583618
4.183,1225.55542
4.184,1198.804688
4.185,1187.606812
4.186,1196.316284
4.187,1203.781616
4.188,1208.136353
4.189,1211.869019
4.19,1211.246948
4.191,1185.740479
4.192,1208.758423
4.193,1205.647949
4.194,1211.869019
4.195,1203.159546
4.196,1198.804688
4.197,1211.246948
4.198,1196.938354
4.199,1183.874146
4.2,1215.601685
4.201,1203.781616
4.202,1209.380615
4.203,1200.671021
4.204,1195.694214
4.205,1196.938354
4.206,1189.473145
4.207,1203.159546
4.208,1198.804688
4.209,1196.938354
4.21,1186.984619
4.211,1196.938354
4.212,1202.537354
4.213,1206.89209
4.214,1211.869019
4.215,1193.827881
4.216,1206.89209
4.217,1198.182617
4.218,1216.845947
4.219,1201.293213
4.22,1203.781616
4.221,1238.619751
4.222,1198.182617
4.223,1189.473145
4.224,1198.804688
4.225,1201.915283
4.226,1211.246948
4.227,1196.938354
4.228,1211.246948
4.229,1208.758423
4.23,1182.007813
4.231,1221.200684
4.232,1214.357422
4.233,1224.93335
4.234,1193.205688
4.235,1205.025757
4.236,1196.938354
4.237,1196.938354
4.238,1209.380615
4.239,1199.42688
4.24,1221.822754
4.241,1214.979614
4.242,1194.449951
4.243,1205.647949
4.244,1210.624756
4.245,1191.339355
4.246,1213.113281
4.247,1198.804688
4.248,1214.979614
4.249,1214.979614
4.25,1200.04895
4.251,1214.979614
4.252,1210.002686
4.253,1201.915283
4.254,1185.118286
4.255,1183.874146
4.256,1210.002686
4.257,1199.42688
4.258,1193.827881
4.259,1216.223755
4.26,1205.025757
4.261,1194.449951
4.262,1214.357422
4.263,1210.624756
4.264,1202.537354
4.265,1198.804688
4.266,1194.449951
4.267,1203.781616
4.268,1199.42688
4.269,1196.316284
4.27,1221.822754
4.271,1209.380615
4.272,1193.827881
4.273,1190.095215
4.274,1200.671021
4.275,1208.758423
4.276,1178.897217
4.277,1216.845947
4.278,1199.42688
4.279,1203.781616
4.28,1195.694214
4.281,1202.537354
4.282,1217.468018
4.283,1216.223755
4.284,1198.804688
4.285,1192.583618
4.286,1190.095215
4.287,1185.740479
4.288,1214.357422
4.289,1201.293213
4.29,1207.514282
4.291,1213.113281
4.292,1210.002686
4.293,1201.293213
4.294,1216.845947
4.295,1207.514282
4.296,1199.42688
4.297,1193.827881
4.298,1184.496216
4.299,1193.205688
4.3,1218.71228
4.301,1191.961548
4.302,1193.827881
4.303,1180.76355
4.304,1199.42688
4.305,1198.804688
4.306,1201.293213
4.307,1210.624756
4.308,1193.205688
4.309,1201.915283
4.31,1201.915283
4.311,1192.583618
4.312,1195.694214
4.313,1183.251953
4.314,1198.182617
4.315,1194.449951
4.316,1192.583618
4.317,1196.316284
4.318,1198.804688
4.319,1205.647949
4.32,1211.869019
4.321,1210.624756
4.322,1203.159546
4.323,1212.491089
4.324,1201.293213
4.325,1210.002686
4.326,1203.159546
4.327,1221.200684
4.328,1206.89209
4.329,1186.984619
4.33,1200.04895
4.331,1190.095215
4.332,1194.449951
4.333,1198.804688
4.334,1179.519287
4.335,1201.293213
4.336,1190.717285
4.337,1188.850952
4.338,1207.514282
4.339,1214.357422
4.34,1199.42688
4.341,1180.76355
4.342,1196.316284
4.343,1188.228882
4.344,1203.159546
4.345,1197.560547
4.346,1210.002686
4.347,1194.449951
4.348,1199.42688
4.349,1204.403687
4.35,1195.694214
4.351,1203.781616
4.352,1208.136353
4.353,1201.915283
4.354,1195.072021
4.355,1188.228882
4.356,1206.27002
4.357,1205.025757
4.358,1187.606812
4.359,1193.205688
4.36,1213.735352
4.361,1218.090088
4.362,1198.804688
4.363,1195.072021
4.364,1209.380615
4.365,1194.449951
4.366,1199.42688
4.367,1197.560547
4.368,1208.136353
4.369,1196.316284
4.37,1215.601685
4.371,1195.694214
4.372,1177.652954
4.373,1195.694214
4.374,1191.339355
4.375,1206.27002
4.376,1221.822754
4.377,1204.403687
4.378,1195.694214
4.379,1205.025757
4.38,1204.403687
4.381,1210.002686
4.382,1192.583618
4.383,1193.827881
4.384,1202.537354
4.385,1205.025757
4.386,1191.961548
4.387,1190.717285
4.388,1198.804688
4.389,1182.007813
4.39,1183.874146
4.391,1210.002686
4.392,1203.159546
4.393,1215.601685
4.394,1212.491089
4.395,1205.647949
4.396,1194.449951
4.397,1191.961548
4.398,1209.380615
4.399,1200.671021
4.4,1193.205688
4.401,1193.205688
4.402,1193.205688
4.403,1199.42688
4.404,1200.671021
4.405,1216.223755
4.406,1201.293213
4.407,1183.251953
4.408,1205.647949
4.409,1184.496216
4.41,1182.007813
4.411,1200.671021
4.412,1195.072021
4.413,1196.316284
4.414,1188.228882
4.415,1198.804688
4.416,1195.694214
4.417,1203.159546
4.418,1211.869019
4.419,1210.002686
4.42,1200.671021
4.421,1193.827881
4.422,1216.845947
4.423,1195.072021
4.424,1188.850952
4.425,1186.984619
4.426,1199.42688
4.427,1172.676147
4.428,1202.537354
4.429,1197.560547
4.43,1185.740479
4.431,1210.002686
4.432,1200.04895
4.433,1191.339355
4.434,1201.293213
4.435,1199.42688
4.436,1189.473145
4.437,1198.182617
4.438,1211.869019
4.439,1192.583618
4.44,1195.072021
4.441,1196.316284
4.442,1179.519287
4.443,1193.827881
4.444,1170.809814
4.445,1197.560547
4.446,1197.560547
4.447,1189.473145
4.448,1193.827881
4.449,1193.827881
4.45,1207.514282
4.451,1196.316284
4.452,1218.090088
4.453,1203.159546
4.454,1201.915283
4.455,1172.676147
4.456,1172.676147
4.457,1191.339355
4.458,1186.362549
4.459,1200.04895
4.46,1165.210815
4.461,1181.38562
4.462,1185.118286
4.463,1211.246948
4.464,1213.113281
4.465,1201.915283
4.466,1198.804688
4.467,1170.187744
4.468,1193.827881
4.469,1187.606812
4.47,1192.583618
4.471,1193.205688
4.472,1193.827881
4.473,1196.316284
4.474,1196.938354
4.475,1194.449951
4.476,1208.136353
4.477,1192.583618
4.478,1190.095215
4.479,1183.874146
4.48,1178.275146
4.481,1177.652954
4.482,1182.629883
4.483,1196.316284
4.484,1193.827881
4.485,1208.136353
4.486,1200.671021
4.487,1185.118286
4.488,1190.095215
4.489,1195.694214
4.49,1205.647949
4.491,1189.473145
4.492,1179.519287
4.493,1203.159546
4.494,1174.54248
4.495,1185.118286
4.496,1189.473145
4.497,1201.915283
4.498,1188.228882
4.499,1198.182617
4.5,1183.874146
4.501,1193.827881
4.502,1183.874146
4.503,1193.827881
4.504,1172.676147
4.505,1195.072021
4.506,1193.205688
4.507,1191.339355
4.508,1182.007813
4.509,1190.095215
4.51,1191.339355
4.511,1185.118286
4.512,1183.874146
4.513,1187.606812
4.514,1181.38562
4.515,1199.42688
4.516,1204.403687
4.517,1192.583618
4.518,1201.293213
4.519,1199.42688
4.52,1203.781616
4.521,1205.647949
4.522,1186.362549
4.523,1195.072021
4.524,1174.54248
4.525,1186.984619
4.526,1203.159546
4.527,1180.76355
4.528,1188.228882
4.529,1206.27002
4.53,1175.164551
4.531,1170.809814
4.532,1210.624756
4.533,1213.735352
4.534,1198.804688
4.535,1177.030884
4.536,1188.228882
4.537,1199.42688
4.538,1193.205688
4.539,1191.961548
4.54,1193.205688
4.541,1172.054077
4.542,1183.874146
4.543,1204.403687
4.544,1210.002686
4.545,1201.293213
4.546,1183.874146
4.547,1180.141479
4.548,1180.141479
4.549,1183.874146
4.55,1210.002686
4.551,1208.136353
4.552,1203.781616
4.553,1185.118286
4.554,1186.984619
4.555,1193.827881
4.556,1167.699219
4.557,1203.159546
4.558,1201.293213
4.559,1201.293213
4.56,1194.449951
4.561,1187.606812
4.562,1202.537354
4.563,1201.915283
4.564,1197.560547
4.565,1182.007813
4.566,1177.030884
4.567,1165.832886
4.568,1163.344482
4.569,1200.671021
4.57,1193.827881
4.571,1203.781616
4.572,1188.850952
4.573,1191.339355
4.574,1206.89209
4.575,1198.804688
4.576,1201.293213
4.577,1195.072021
4.578,1183.874146
4.579,1181.38562
4.58,1188.228882
4.581,1190.717285
4.582,1198.804688
4.583,1193.827881
4.584,1196.316284
4.585,1178.897217
4.586,1196.316284
4.587,1212.491089
4.588,1189.473145
4.589,1183.251953
4.59,1177.030884
4.591,1211.246948
4.592,1175.786621
4.593,1184.496216
4.594,1203.781616
4.595,1196.316284
4.596,1190.095215
4.597,1203.159546
4.598,1194.449951
4.599,1176.408813
4.6,1187.606812
4.601,1195.694214
4.602,1196.938354
4.603,1196.938354
4.604,1182.629883
4.605,1190.095215
4.606,1167.699219
4.607,1179.519287
4.608,1189.473145
4.609,1180.76355
4.61,1173.298218
4.611,1219.956421
4.612,1201.293213
4.613,1183.251953
4.614,1191.339355
4.615,1173.92041
4.616,1183.874146
4.617,1186.984619
4.618,1188.850952
4.619,1184.496216
4.62,1186.984619
4.621,1179.519287
4.622,1185.740479
4.623,1197.560547
4.624,1186.362549
4.625,1198.182617
4.626,1185.118286
4.627,1198.804688
4.628,1190.095215
4.629,1163.344482
4.63,1188.228882
4.631,1183.874146
4.632,1202.537354
4.633,1185.740479
4.634,1184.496216
4.635,1201.915283
4.636,1191.339355
4.637,1208.136353
4.638,1186.362549
4.639,1200.04895
4.64,1181.38562
4.641,1173.298218
4.642,1188.228882
4.643,1178.897217
4.644,1201.293213
4.645,1182.007813
4.646,1183.874146
4.647,1190.717285
4.648,1180.141479
4.649,1188.228882
4.65,1190.717285
4.651,1201.293213
4.652,1193.205688
4.653,1205.025757
4.654,1188.850952
4.655,1187.606812
4.656,1191.339355
4.657,1182.007813
4.658,1188.228882
4.659,1162.722412
4.66,1188.850952
4.661,1189.473145
4.662,1160.233887
4.663,1198.804688
4.664,1191.339355
4.665,1203.159546
4.666,1183.251953
4.667,1195.694214
4.668,1175.786621
4.669,1175.786621
4.67,1190.717285
4.671,1175.786621
4.672,1185.118286
4.673,1179.519287
4.674,1194.449951
4.675,1191.339355
4.676,1205.025757
4.677,1192.583618
4.678,1187.606812
4.679,1190.717285
4.68,1199.42688
4.681,1192.583618
4.682,1203.781616
4.683,1183.874146
4.684,1177.652954
4.685,1182.629883
4.686,1195.072021
4.687,1201.293213
4.688,1190.717285
4.689,1188.850952
4.69,1175.164551
4.691,1182.629883
4.692,1163.344482
4.693,1187.606812
4.694,1184.496216
4.695,1186.984619
4.696,1180.76355
4.697,1186.984619
4.698,1187.606812
4.699,1182.007813
4.7,1197.560547
4.701,1193.205688
4.702,1183.874146
4.703,1185.118286
4.704,1182.007813
4.705,1214.979614
4.706,1185.740479
4.707,1193.827881
4.708,1198.804688
4.709,1176.408813
4.71,1192.583618
4.711,1174.54248
4.712,1193.827881
4.713,1186.362549
4.714,1183.251953
4.715,1206.27002
4.716,1190.095215
4.717,1188.228882
4.718,1179.519287
4.719,1178.897217
4.72,1182.629883
4.721,1187.606812
