x,y,z
-0.43830829932675286,-5.367728558102277e-17,2.254900721534566
-0.44394303051856865,-5.4367341132834065e-17,2.283888900516335
-0.4496164566895642,-5.5062135452884915e-17,2.3130761479086415
-0.4553284783631125,-5.576165635880204e-17,2.342461951948604
-0.46107905349397516,-5.646589870152874e-17,2.3720460963322227
-0.4668682869033631,-5.717487531796115e-17,2.401829120317879
-0.472696333803515,-5.788860521611632e-17,2.4318118224033185
-0.4785633574159633,-5.860710838486699e-17,2.461995042290532
-0.48446951488855156,-5.933040406927354e-17,2.4923795884350888
-0.4904149052670724,-6.005850439894725e-17,2.522965970383419
-0.49639946075752056,-6.079140107151696e-17,2.5537538393656014
-0.5024230712388705,-6.152908060104653e-17,2.5847426288580713
-0.50848562249816,-6.227152900048209e-17,2.615931751286075
-0.5145869982656204,-6.301873203088365e-17,2.6473206084935077
-0.5207271136527567,-6.377067929640884e-17,2.6789087637669207
-0.5269059800323409,-6.452737218982055e-17,2.7106962756141546
-0.5331236400829573,-6.528881593773793e-17,2.742683363597491
-0.5393801364849451,-6.605501576699505e-17,2.7748702472882414
-0.5456755119405189,-6.6825976907105e-17,2.8072571463702554
-0.5520097944259852,-6.760170278417715e-17,2.8398442047691517
-0.5583829514635248,-6.83821894208258e-17,2.872631255401036
-0.5647949451749196,-6.916743217830706e-17,2.9056181033993687
-0.5712457373080848,-6.995742637209163e-17,2.938804551974234
-0.5777352720586029,-7.075216516810939e-17,2.9721903140367902
-0.5842635307291801,-7.155164627660221e-17,3.0057752933978015
-0.5908304883006952,-7.235586663361147e-17,3.039559361345046
-0.5974361353677808,-7.316482508731184e-17,3.0735424694921045
-0.6040804613741081,-7.397852034492585e-17,3.107724563531371
-0.61076345548957,-7.479695108014796e-17,3.142105587746777
-0.6174851312444181,-7.562011894995605e-17,3.1766856117454303
-0.6242455934085686,-7.644803678496442e-17,3.211465174521826
-0.6310449698723133,-7.728072024721672e-17,3.246444934014478
-0.6378833885407137,-7.811818500056534e-17,3.2816255482378835
-0.6447609774355652,-7.896044672315846e-17,3.3170076758070843
-0.6516778403895659,-7.98075181308343e-17,3.352591850895005
-0.658633987255492,-8.065940043020983e-17,3.388378124189784
-0.6656294038896661,-8.151609188918418e-17,3.42436642292851
-0.6726640761473204,-8.237759077552288e-17,3.4605566743426603
-0.6797380017085902,-8.324389680512446e-17,3.496948866497567
-0.6868511538373122,-8.411500670375321e-17,3.5335428618475913
-0.6940033568651851,-8.499089895824688e-17,3.5703377566576697
-0.701194508490155,-8.587156104021714e-17,3.6073330246293596
-0.7084244555548335,-8.675697419329348e-17,3.6445278778362047
-0.7156930451538922,-8.764711969197376e-17,3.681921529648482
-0.7230001640743182,-8.854198367166265e-17,3.719513397635733
-0.7303457924067235,-8.944156369416327e-17,3.7573033793730333
-0.7377299313286664,-9.034585990368495e-17,3.7952914809183973
-0.7451525832144995,-9.125487259100201e-17,3.83347771448681
-0.7526137495697011,-9.216860194048238e-17,3.8718620878232857
-0.7601134454173397,-9.308704979192132e-17,3.9104446782148115
-0.7676517146281268,-9.401022151793145e-17,3.9492257113566307
-0.7752286011902754,-9.493812250551524e-17,3.9882054135484846
-0.7828441891979508,-9.587076305323771e-17,4.027384217417347
-0.7904984919729917,-9.680814479255357e-17,4.066762191498135
-0.7981915872923725,-9.775027724839509e-17,4.106339735918699
-0.8059235216500157,-9.86971661146256e-17,4.1461170898695325
-0.8136943470298019,-9.964881775743443e-17,4.186094520784517
-0.8215041026504938,-1.0060523697973475e-16,4.2262722304266935
-0.829352830947675,-1.0156642897838675e-16,4.266650437108216
-0.837240575521297,-1.0253239909284456e-16,4.307229365131391
-0.8451673547078223,-1.0350314956867715e-16,4.34800910882914
-0.8531331780946512,-1.0447868158000246e-16,4.3889897175243595
-0.8611380563696668,-1.0545899643570867e-16,4.430171246201445
-0.8691820002144455,-1.064440954439116e-16,4.471553749812341
-0.8772650105490659,-1.0743397871728839e-16,4.513137233090443
-0.8853870566198697,-1.0842864248960213e-16,4.554921537821893
-0.8935480935457714,-1.09428081264505e-16,4.596906433113522
-0.901748091823473,-1.1043229142888511e-16,4.639091767184022
-0.909987013058519,-1.1144126828077773e-16,4.681477342511039
-0.9182648337894157,-1.124550089469786e-16,4.724063038395657
-0.92658157912826,-1.134735165028325e-16,4.76684898402841
-0.9349372917325431,-1.1449679617237554e-16,4.809835398863069
-0.9433320142613598,-1.155248531798401e-16,4.8530225023616484
-0.951765789562753,-1.16557692772598e-16,4.896410514958222
-0.9602386668596158,-1.175953209787151e-16,4.939999689882621
-0.9687507186599966,-1.186377466778664e-16,4.983790400156418
-0.9773020337690981,-1.1968498072473087e-16,5.027783069344774
-0.9858928235920321,-1.2073704854480557e-16,5.07197804392048
-0.9945234385288705,-1.2179399215179569e-16,5.116375698056846
-1.0031941988327853,-1.2285584982625316e-16,5.160976194327203
-1.011905293054477,-1.2392264365032042e-16,5.205778918422504
-1.0206568511618623,-1.24994388684667e-16,5.250783202163432
-1.0294490467106376,-1.2607110504730438e-16,5.295988173492145
-1.0382820055883457,-1.2715280733544713e-16,5.34139321490829
-1.0471559293065624,-1.2823951915890198e-16,5.386997721070507
-1.0560711596123626,-1.2933128130221565e-16,5.432801820068621
-1.0650280863836536,-1.3042814042675267e-16,5.4788058696235185
-1.07402709031321,-1.3153014208533873e-16,5.525010214625021
-1.0830685738237018,-1.3263733442130077e-16,5.571415214388484
-1.0921528680025687,-1.3374975692188693e-16,5.61802099045838
-1.101280202557538,-1.348674365459513e-16,5.664826983022345
-1.1104516982629027,5.420866845199711e-10,5.7118322670036275
-1.119669070914313,2.6023332723260136e-09,5.759035760588593
-1.1289322407502713,6.2074895798052674e-09,5.806436762349606
-1.1382411192580113,1.1364863632848297e-08,5.854034720431686
-1.1475957283592364,1.8081832917306283e-08,5.9018296468975056
-1.1569961229839778,2.6365939993551237e-08,5.949821719952498
-1.166442356278712,3.622447071849018e-08,5.998011111430993
-1.175934482167066,4.766479709309751e-08,6.046397995252128
-1.1854725562985453,6.069429846326439e-08,6.094982553329169
-1.195056638873125,7.532036104554115e-08,6.143764989980984
-1.2046867928098706,9.155037809358095e-08,6.19274552258942
-1.2143630808934482,1.0939175189329921e-07,6.241924366828903
-1.2240855660043306,1.2885189522002182e-07,6.291301738369285
-1.23385430566658,1.4993820612220648e-07,6.340877824769959
-1.2436693356804402,1.726581224818103e-07,6.39065270157528
-1.2535306862675977,1.9701906332536408e-07,6.440626415620752
-1.2634383878747124,2.230284548803141e-07,6.490799014089644
-1.2733924711143425,2.5069373033589595e-07,6.541170544227891
-1.2833929583984622,2.800223134007491e-07,6.591741011105622
-1.2934398395236066,3.1102163589000864e-07,6.642510253236799
-1.303533096016343,3.436991241478333e-07,6.69347806670152
-1.313672709481674,3.780621980259231e-07,6.744644247501657
-1.323858661524779,4.141182748496645e-07,6.796008591107907
-1.3340909401383987,4.518747834667481e-07,6.847570924639389
-1.3443695578429518,4.913390115165168e-07,6.899331200931233
-1.3546945337215253,5.325183264807013e-07,6.951289404238696
-1.3650658879789803,5.754204946094506e-07,7.003445517996248
-1.375483650625947,6.200531342932342e-07,7.0557995740408925
-1.3859478196284587,6.664234732540535e-07,7.108351451575654
-1.396458308429071,7.1453804203327e-07,7.16110061601374
-1.4070150543426156,7.644048773629327e-07,7.214046621443597
-1.417617977490749,8.160313580859901e-07,7.267188948486367
-1.4282670090850795,8.694252746234486e-07,7.320527124674304
-1.4389621035208726,9.245939835145207e-07,7.374060803328896
-1.449703319907687,9.815434241793334e-07,7.427790192262997
-1.4604908097236238,1.0402818927531391e-06,7.481715917317769
-1.4713247066498316,1.100817059083498e-06,7.5358385275588615
-1.482205136309257,1.1631561388199015e-06,7.590158537541308
-1.4931322147625805,1.2273065822302617e-06,7.64467640942362
-1.5041060052746975,1.293275753322727e-06,7.699392339892319
-1.5151265590710166,1.3610712157404767e-06,7.754306461371658
-1.526193926820513,1.4307004468770423e-06,7.809418904140149
-1.5373081591168445,1.5021708992610744e-06,7.864729797715252
-1.548469296267779,1.5754900825520554e-06,7.9202392183636565
-1.5596773373764148,1.650665410705174e-06,7.975947036684655
-1.5709322709399647,1.7277043832114661e-06,8.03185306809689
-1.5822340853808106,1.8066145840823369e-06,8.087957125639944
-1.5935827694506284,1.8874034471253624e-06,8.144259025923981
-1.6049783003449347,1.9700784784072073e-06,8.200758525990326
-1.6164206117366122,2.054647089373431e-06,8.257455166464542
-1.627909625752331,2.1411167078052737e-06,8.314348429587573
-1.6394452626116731,2.229494937291298e-06,8.371437784643192
-1.6510274449915616,2.3197891405601973e-06,8.428722716942264
-1.6626561105735733,2.412006793103133e-06,8.486202784171768
-1.674331258659728,2.506155554900949e-06,8.543877847145346
-1.6860529036150578,2.6022426734895337e-06,8.601747848440196
-1.6978210600863686,2.7002754499470277e-06,8.659812730405111
-1.709635743008506,2.800261278462774e-06,8.718072434500648
-1.721496976664016,2.9022074400892517e-06,8.776526949959937
-1.7334048221450085,3.0061216462689387e-06,8.835176440340712
-1.7453593487050478,3.112011252204085e-06,8.89402111533048
-1.7573606287423398,3.2198839339257976e-06,8.953061193603286
-1.7694087325318508,3.329747125471548e-06,9.012296886847597
-1.781503732061095,3.4416083457592984e-06,9.071728412819194
-1.7936457014865794,3.5554751281396894e-06,9.131355998978856
-1.8058347170013616,3.671355023475754e-06,9.19117988164439
-1.8180708546822366,3.789255598618253e-06,9.251200295402157
-1.8303541934734497,3.909184703942648e-06,9.311417482860223
-1.8426848296674598,4.031149681979295e-06,9.371831780885787
-1.8550629216704126,4.155157894484469e-06,9.432443831743663
-1.8674886764260255,4.281217796570469e-06,9.49325449507314
-1.8799622537465042,4.40933593596078e-06,9.55426443322402
-1.892483862021834,4.539520870688813e-06,9.61547450867773
-1.9050536194874832,4.671780216656097e-06,9.67688515690251
-1.9176713806998824,4.8061217260676575e-06,9.738495512805423
-1.9303369331685738,4.942553095939798e-06,9.800304382471747
-1.9430500642295347,5.081081999716532e-06,9.862310571609322
-1.9558105607786493,5.221716085935029e-06,9.924512884278476
-1.968618249607969,5.364463053415482e-06,9.986910319209253
-1.9814731102596461,5.509330572731894e-06,10.049502624477144
-1.994375161711758,5.6563263744839935e-06,10.112289739749183
-2.007324422183413,5.805457847195973e-06,10.175271607101449
-2.020320910558996,5.956732621808178e-06,10.238448166412834
-2.0333646771381093,6.110158201928929e-06,10.301819512989539
-2.0464558698679056,6.265742370585112e-06,10.365386213021925
-2.059594681671246,6.42349330845359e-06,10.429149043145184
-2.072781270699834,6.583417743772974e-06,10.49310863828178
-2.0860158553682306,6.745524976489046e-06,10.557265875012636
-2.0992985610431556,6.90982208583714e-06,10.621621219519305
-2.1126293799357945,7.076317511742763e-06,10.686174461008754
-2.1260082701024445,7.245018047653751e-06,10.750925255712298
-2.1394351724609977,7.415933283477726e-06,10.815873118366104
-2.152910054866753,7.589068432543504e-06,10.881017784669847
-2.1664328556891057,7.76443328880346e-06,10.946358751990743
-2.180003523013602,7.942035173456993e-06,11.011895615582286
-2.1936220005617324,8.121881858508344e-06,11.077627939818504
-2.207288230445155,8.303981337319928e-06,11.143555276278267
-2.2210021564911298,8.488341358073168e-06,11.209677189603843
-2.2347637636688535,8.674969751718665e-06,11.275993441348257
-2.24857320147334,8.863874438059503e-06,11.342504586366168
-2.2624306617113787,9.055063391038714e-06,11.409211382033813
-2.276336336672092,9.248544629052129e-06,11.47611458597398
-2.290290419228965,9.44432622088208e-06,11.543214956440265
-2.3042930581581667,9.642416269562985e-06,11.610513037275549
-2.3183442253161313,9.842823293963943e-06,11.678008509668903
-2.3324438594958057,1.0045554478512138e-05,11.745700923817171
-2.346591885402157,1.0250618652083516e-05,11.813589726248019
-2.360788246184273,1.0458022479301292e-05,11.881674498832835
-2.375032875974934,1.0667775071893597e-05,11.94995472665473
-2.389325766700846,1.0879884250410089e-05,12.01843020008689
-2.403666920513398,1.1094358079091251e-05,12.087100752824702
-2.4180563396806716,1.131120462730878e-05,12.155966218569516
-2.4324940266985027,1.1530432368043288e-05,12.225026422736574
-2.4469800076920825,1.1752048953053229e-05,12.29428132139601
-2.461514377562916,1.1976062717355672e-05,12.363731184181503
-2.4760972519414857,1.220248174941378e-05,12.433376384562495
-2.490728749673056,1.2431314377839315e-05,12.50321730522557
-2.505408984749102,1.2662568610046248e-05,12.573254312026458
-2.520138039067927,1.2896252665569087e-05,12.64348761222063
-2.534915858104777,1.3132375050694181e-05,12.71391675551131
-2.5497423481964945,1.337094395379882e-05,12.784541111847581
-2.5646174156180708,1.3611967561021994e-05,12.855360050800085
-2.579540966608407,1.3855454056801385e-05,12.926372941671822
-2.594512939451285,1.4101411661724012e-05,12.997579305096226
-2.609533394164235,1.4349848550743374e-05,13.068979240844662
-2.624602425847567,1.4600773234617058e-05,13.140573007157347
-2.6397201274924207,1.4854194040696258e-05,13.212360855736609
-2.6548865931213728,1.5110119381265662e-05,13.28434304054891
-2.6701019358325553,1.5368557767980294e-05,13.35651990295268
-2.685366343667636,1.562951798177525e-05,13.428892132090375
-2.700680016867935,1.5893008596674576e-05,13.501460478710415
-2.7160431513812497,1.6159038036986113e-05,13.57422567567786
-2.7314559385162993,1.64276145923228e-05,13.647188437842876
-2.746918569763932,1.669874861589838e-05,13.720349435588998
-2.7624309724422433,1.6972447294861658e-05,13.793708145986123
-2.7779930950073934,1.7248719676328773e-05,13.867264125576023
-2.793604864130161,1.7527574241272846e-05,13.94101683294534
-2.809266210248071,1.78090190304226e-05,14.014965754520905
-2.82497702910762,1.8093063239160434e-05,14.089110186797612
-2.8407371433965194,1.8379715336769076e-05,14.163449099819077
-2.8565463465523533,1.8668983991975613e-05,14.237981321860046
-2.87240444813909,1.896087716783678e-05,14.312705773591425
-2.8883112583855395,1.92554027773778e-05,14.387621380387952
-2.9042666389092444,1.9552569579608896e-05,14.462727288666466
-2.9202707332708444,1.9852386430884686e-05,14.538023962460022
-2.936323764413469,2.0154862349698262e-05,14.613512232898504
-2.952425951371902,2.0460006242788598e-05,14.689192914501161
-2.968577515085946,2.076782714386696e-05,14.765066826784293
-2.984778666232132,2.1078334183315193e-05,14.841134738241545
-3.0010295777339575,2.139153691406247e-05,14.917397230379056
-3.0173303964071434,2.1707444035326965e-05,14.993854782441847
-3.033681274861231,2.2026064612917378e-05,15.070507891329738
-3.050082359748463,2.234740737973159e-05,15.147357033436295
-3.066533786352531,2.267148194948601e-05,15.224402610905576
-3.0830355888489582,2.2998298240784132e-05,15.301644548307094
-3.09958777250875,2.33278649585579e-05,15.379082664340086
-3.116190342871531,2.3660191034325617e-05,15.45671677339832
-3.1328433056853444,2.3995285659175516e-05,15.534546684518254
-3.1495466642136076,2.43331572407987e-05,15.612572213624027
-3.1663004176043588,2.467381564850854e-05,15.690793122785307
-3.1831045624879954,2.501727048425807e-05,15.769209168594431
-3.1999590957335355,2.536353062889787e-05,15.847820125729873
