raw_output_file,max_altitude,max_speed,landed_latitude,landed_longitude,max_pressure
data/result/raw_result/0_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/1_pq_rocket_output_raw.csv,3116.6381367357376,296.64837241302797,40.251971188248966,139.96674561108847,48850.33966671198
data/result/raw_result/2_pq_rocket_output_raw.csv,3147.332629037172,296.47293069557156,40.24775014111729,139.966564921812,48762.30650929753
data/result/raw_result/3_pq_rocket_output_raw.csv,3157.7506008461237,296.6072014917535,40.243797368769926,139.96688967538424,48794.370513664115
data/result/raw_result/4_pq_rocket_output_raw.csv,3160.5523842967364,297.0053116497628,40.24057285348648,139.96778014165187,48921.12213352568
data/result/raw_result/5_pq_rocket_output_raw.csv,3166.3836290431286,297.2811206973073,40.23850795535769,139.9691820774882,49002.07532482557
data/result/raw_result/6_pq_rocket_output_raw.csv,3144.546719324675,295.86997405677107,40.23710441656813,139.9708463592891,48564.45814110992
data/result/raw_result/7_pq_rocket_output_raw.csv,3038.3167852817955,292.4712235604145,40.23447702842606,139.97236767339504,47554.956773267455
data/result/raw_result/8_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/9_pq_rocket_output_raw.csv,2973.513229682145,297.6478468013557,40.25277904151359,139.96452340210445,49304.14169251324
data/result/raw_result/10_pq_rocket_output_raw.csv,2861.1450737580926,298.24203130793876,40.24945209969,139.9622772232831,49604.00839439677
data/result/raw_result/11_pq_rocket_output_raw.csv,2727.3272447057516,298.80723950829395,40.24631996634976,139.96068501687216,49919.560864110696
data/result/raw_result/12_pq_rocket_output_raw.csv,2576.088612524235,299.22184791753733,40.243466765692204,139.95972625882007,50204.595414002026
data/result/raw_result/13_pq_rocket_output_raw.csv,2412.5290519387454,299.43027278129125,40.2409335572076,139.9593382825717,50438.78167067693
data/result/raw_result/14_pq_rocket_output_raw.csv,2240.370902626142,299.3149147783129,40.238730758394325,139.95945153578515,50581.93768458243
data/result/raw_result/15_pq_rocket_output_raw.csv,2064.278245667615,298.9125689378074,40.236848444400344,139.95998330002965,50640.414658582464
data/result/raw_result/16_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/17_pq_rocket_output_raw.csv,2875.8319985339463,298.079112076196,40.25544595466479,139.96425874166312,49538.60903265141
data/result/raw_result/18_pq_rocket_output_raw.csv,2670.030170797804,298.31928529857834,40.25464434657503,139.9620101799286,49815.60112185126
data/result/raw_result/19_pq_rocket_output_raw.csv,2447.834617739761,297.63502267211885,40.25382540634659,139.96061282463512,49812.05258801492
data/result/raw_result/20_pq_rocket_output_raw.csv,2215.1088588871926,295.97161079603126,40.253000959039326,139.9600009115474,49499.62267993224
data/result/raw_result/21_pq_rocket_output_raw.csv,1977.0290480211584,293.3855692485806,40.252185052782536,139.960076120101,48901.145687905606
data/result/raw_result/22_pq_rocket_output_raw.csv,1727.9831029114991,288.8900828580412,40.25135341864273,139.96091972001207,47731.562426236575
data/result/raw_result/23_pq_rocket_output_raw.csv,1461.59408732121,281.43212381039166,40.2504686110396,139.96273253032325,45615.938548055085
data/result/raw_result/24_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/25_pq_rocket_output_raw.csv,2877.1620008606765,298.074882228662,40.258435415318125,139.96586791106063,49536.02053700326
data/result/raw_result/26_pq_rocket_output_raw.csv,2672.6427099482507,298.3261914497344,40.2602603028887,139.9650252817986,49815.46896937222
data/result/raw_result/27_pq_rocket_output_raw.csv,2451.615395968965,297.66522572444137,40.26163641241026,139.96480265014304,49818.34388138603
data/result/raw_result/28_pq_rocket_output_raw.csv,2219.9357035777152,296.0342373730836,40.26259122835856,139.9651396004637,49515.421269878825
data/result/raw_result/29_pq_rocket_output_raw.csv,1982.9382582563996,293.5058072301607,40.263169440943706,139.9659489907916,48934.36926433872
data/result/raw_result/30_pq_rocket_output_raw.csv,1735.2230002131969,289.11336854175784,40.26334379361428,139.96731461160655,47792.79525245336
data/result/raw_result/31_pq_rocket_output_raw.csv,1470.353364577648,281.81610879979155,40.26304033970645,139.96940142034748,45729.71846681336
data/result/raw_result/32_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/33_pq_rocket_output_raw.csv,2976.7576346735004,297.62853035164454,40.26016504282597,139.9685003381596,49294.94070230965
