raw_output_file,max_altitude,max_speed,landed_latitude,landed_longitude,max_pressure
data/result/raw_result/34_pq_rocket_output_raw.csv,2867.514459468055,298.2197428200119,40.263768709614226,139.96998114633337,49591.02020425125
data/result/raw_result/35_pq_rocket_output_raw.csv,2736.598092522696,298.79990427013774,40.266890359606435,139.97174909968803,49908.518359993
data/result/raw_result/36_pq_rocket_output_raw.csv,2587.9396926030013,299.2453852908455,40.26947804652153,139.97371222107623,50200.921798348994
data/result/raw_result/37_pq_rocket_output_raw.csv,2426.802174393824,299.51474899287643,40.271534006479754,139.9757863110982,50452.49930435115
data/result/raw_result/38_pq_rocket_output_raw.csv,2256.7705762666046,299.4785421750437,40.2730837664304,139.97791309633587,50619.60196523309
data/result/raw_result/39_pq_rocket_output_raw.csv,2082.4493102668407,299.160480217572,40.27417881320482,139.98004051405275,50703.5852767723
data/result/raw_result/40_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/41_pq_rocket_output_raw.csv,3120.0623269366624,296.62446374485614,40.25950430008295,139.9708088996881,48839.97148663521
data/result/raw_result/42_pq_rocket_output_raw.csv,3154.5127331805734,296.43223918537547,40.262581031888594,139.9745684841097,48743.410838828015
data/result/raw_result/43_pq_rocket_output_raw.csv,3169.4607111524374,296.55861209054575,40.26517027896824,139.97843233449913,48768.98375914151
data/result/raw_result/44_pq_rocket_output_raw.csv,3178.795057059145,296.942928881851,40.26685766244783,139.98197645626993,48885.910850080414
data/result/raw_result/45_pq_rocket_output_raw.csv,3188.1062682269903,296.9831055793918,40.26741267790612,139.98479262657173,48888.20422289349
data/result/raw_result/46_pq_rocket_output_raw.csv,3152.4948033265473,294.8264662663263,40.267638596232295,139.9874523166858,48220.46126213123
data/result/raw_result/47_pq_rocket_output_raw.csv,3024.3219374063733,291.1173415788238,40.2692157315449,139.9914878509943,47147.47799964295
data/result/raw_result/48_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/49_pq_rocket_output_raw.csv,3226.6093113457564,295.92225662773734,40.2567092882277,139.97140621463188,48525.50702680911
data/result/raw_result/50_pq_rocket_output_raw.csv,3381.428068769735,295.27971317630096,40.25648031497662,139.9760454766618,48179.118234261514
data/result/raw_result/51_pq_rocket_output_raw.csv,3372.9563012737062,286.9932452050887,40.25596510850287,139.98118366645733,45641.96090128266
data/result/raw_result/52_pq_rocket_output_raw.csv,3339.163158496061,279.4311847797677,40.25663759729077,139.98796874135448,43399.70120605387
data/result/raw_result/53_pq_rocket_output_raw.csv,3307.4539221855193,274.22625742496734,40.257067112915344,139.99509108826302,41846.4918823155
data/result/raw_result/54_pq_rocket_output_raw.csv,3249.7471399815204,269.9713265619567,40.258002790457326,140.0026079970462,40685.614377643535
data/result/raw_result/55_pq_rocket_output_raw.csv,3213.5694005479127,270.9166476744526,40.25764606721959,140.01000176588937,40991.18000196722
data/result/raw_result/56_pq_rocket_output_raw.csv,3060.185758182138,297.0643881200408,40.25617862615653,139.96740399064652,49034.36110797764
data/result/raw_result/57_pq_rocket_output_raw.csv,3225.1068892256144,295.93030555223334,40.25360984242545,139.96973029091643,48529.26125106093
data/result/raw_result/58_pq_rocket_output_raw.csv,3378.8049177920047,295.3122466049023,40.251259670829185,139.9731999334558,48191.53797113646
data/result/raw_result/59_pq_rocket_output_raw.csv,3372.844679465747,287.2325635580855,40.24889837301437,139.9773020211131,45716.11145212129
data/result/raw_result/60_pq_rocket_output_raw.csv,3335.8982759551227,279.61578719242624,40.24471392827624,139.98133258503307,43457.664149723
data/result/raw_result/61_pq_rocket_output_raw.csv,3302.843783912283,274.4989584251088,40.24042145096211,139.98585546597073,41930.897342017604
data/result/raw_result/62_pq_rocket_output_raw.csv,3241.074442439899,270.1484027079123,40.23579985771136,139.99049763482944,40736.71512137727
data/result/raw_result/63_pq_rocket_output_raw.csv,3202.450210873273,270.99016459814703,40.2320112278755,139.99601481793695,41017.425161751285
